Section,Rank,Car,Driver,C/E/T,Time,Speed,Lap
Sector 14,8,26,"Veach, Zach",D/H/F,00:04.1339,71.746,4
Sector 14,9,22,"Pagenaud, Simon",D/C/F,00:04.1419,71.607,6
Sector 14,10,27,"Rossi, Alexander",D/H/F,00:04.1466,71.526,9
Sector 14,11,2,"Newgarden, Josef",D/C/F,00:04.1507,71.456,7
Sector 14,12,19,"Ferrucci, Santino (R)",D/H/F,00:04.1534,71.409,9
Sector 14,13,31,"O'Ward, Patricio (R)",D/C/F,00:04.1605,71.287,5
Sector 14,14,12,"Power, Will",D/C/F,00:04.1646,71.217,8
Sector 14,15,59,"Chilton, Max",D/C/F,00:04.1666,71.183,4
Sector 14,16,14,"Kanaan, Tony",D/C/F,00:04.1673,71.171,3
Sector 14,17,88,"Herta, Colton (R)",D/H/F,00:04.1721,71.089,1
Sector 14,18,60,"Harvey, Jack",D/H/F,00:04.1761,71.021,1
Sector 14,19,30,"Sato, Takuma",D/H/F,00:04.1781,70.987,5
Sector 14,20,7,"Ericsson, Marcus (R)",D/H/F,00:04.1892,70.799,7
Sector 14,21,18,"Bourdais, Sebastien",D/H/F,00:04.2002,70.614,4
Sector 14,22,4,"Leist, Matheus",D/C/F,00:04.2069,70.501,3
Sector 14,23,32,"Kaiser, Kyle (R)",D/C/F,00:04.2126,70.406,8
Sector 14,24,5,"Hinchcliffe, James",D/H/F,00:04.2166,70.339,5
Sector 15,1,27,"Rossi, Alexander",D/H/F,00:08.1112,78.595,9
Sector 15,2,28,"Hunter-Reay, Ryan",D/H/F,00:08.1468,78.252,3
Sector 15,3,9,"Dixon, Scott",D/H/F,00:08.1790,77.944,5
Sector 15,4,98,"Andretti, Marco",D/H/F,00:08.1885,77.853,5
Sector 15,5,22,"Pagenaud, Simon",D/C/F,00:08.1904,77.835,6
Sector 15,6,2,"Newgarden, Josef",D/C/F,00:08.1911,77.828,7
Sector 15,7,15,"Rahal, Graham",D/H/F,00:08.1978,77.765,4
Sector 15,8,19,"Ferrucci, Santino (R)",D/H/F,00:08.2081,77.667,9
Sector 15,9,4,"Leist, Matheus",D/C/F,00:08.2135,77.616,2
Sector 15,10,30,"Sato, Takuma",D/H/F,00:08.2862,76.935,6
Sector 15,11,26,"Veach, Zach",D/H/F,00:08.2875,76.923,4
Sector 15,12,10,"Rosenqvist, Felix (R)",D/H/F,00:08.2918,76.883,6
Sector 15,13,88,"Herta, Colton (R)",D/H/F,00:08.2963,76.841,5
Sector 15,14,20,"Jones, Ed",D/C/F,00:08.2994,76.813,0
Sector 15,15,5,"Hinchcliffe, James",D/H/F,00:08.3086,76.728,5
Sector 15,16,18,"Bourdais, Sebastien",D/H/F,00:08.3218,76.606,5
Sector 15,17,31,"O'Ward, Patricio (R)",D/C/F,00:08.3240,76.586,10
Sector 15,18,14,"Kanaan, Tony",D/C/F,00:08.3262,76.566,3
Sector 15,19,60,"Harvey, Jack",D/H/F,00:08.3417,76.423,0
Sector 15,20,12,"Power, Will",D/C/F,00:08.3532,76.318,0
Sector 15,21,21,"Pigot, Spencer",D/C/F,00:08.3622,76.236,10
Sector 15,22,32,"Kaiser, Kyle (R)",D/C/F,00:08.3921,75.964,7
Sector 15,23,7,"Ericsson, Marcus (R)",D/H/F,00:08.4068,75.831,6
Sector 15,24,59,"Chilton, Max",D/C/F,00:08.4670,75.292,3
Sector 16,1,18,"Bourdais, Sebastien",D/H/F,00:05.9123,116.706,5
Sector 16,2,21,"Pigot, Spencer",D/C/F,00:05.9867,115.255,5
Sector 16,3,12,"Power, Will",D/C/F,00:05.9896,115.200,8
Sector 16,4,10,"Rosenqvist, Felix (R)",D/H/F,00:05.9952,115.092,7
Sector 16,5,9,"Dixon, Scott",D/H/F,00:05.9968,115.061,5
Sector 16,6,7,"Ericsson, Marcus (R)",D/H/F,00:06.0024,114.954,6
Sector 16,7,15,"Rahal, Graham",D/H/F,00:06.0096,114.816,8
Sector 16,8,60,"Harvey, Jack",D/H/F,00:06.0262,114.500,0
Sector 16,9,5,"Hinchcliffe, James",D/H/F,00:06.0404,114.231,5
Sector 16,10,19,"Ferrucci, Santino (R)",D/H/F,00:06.0423,114.195,0
Sector 16,11,59,"Chilton, Max",D/C/F,00:06.0523,114.006,3
Sector 16,12,88,"Herta, Colton (R)",D/H/F,00:06.0556,113.944,5
Sector 16,13,26,"Veach, Zach",D/H/F,00:06.0566,113.925,10
Sector 16,14,20,"Jones, Ed",D/C/F,00:06.0593,113.875,4
Sector 16,15,30,"Sato, Takuma",D/H/F,00:06.0660,113.749,6
Sector 16,16,27,"Rossi, Alexander",D/H/F,00:06.0661,113.747,4
Sector 16,17,28,"Hunter-Reay, Ryan",D/H/F,00:06.0819,113.451,8
Sector 16,18,22,"Pagenaud, Simon",D/C/F,00:06.0894,113.312,6
Sector 16,19,31,"O'Ward, Patricio (R)",D/C/F,00:06.0909,113.284,9
Sector 16,20,2,"Newgarden, Josef",D/C/F,00:06.0937,113.232,7
Sector 16,21,98,"Andretti, Marco",D/H/F,00:06.1086,112.956,5
Sector 16,22,4,"Leist, Matheus",D/C/F,00:06.1664,111.897,2
Sector 16,23,14,"Kanaan, Tony",D/C/F,00:06.1704,111.824,2
Sector 16,24,32,"Kaiser, Kyle (R)",D/C/F,00:06.2448,110.492,1
Sector 17,1,2,"Newgarden, Josef",D/C/F,00:03.8859,146.860,7
Sector 17,2,18,"Bourdais, Sebastien",D/H/F,00:03.8966,146.456,5
Sector 17,3,27,"Rossi, Alexander",D/H/F,00:03.8972,146.434,3
Sector 17,4,88,"Herta, Colton (R)",D/H/F,00:03.9057,146.115,5
Sector 17,5,12,"Power, Will",D/C/F,00:03.9107,145.928,8
Sector 17,6,31,"O'Ward, Patricio (R)",D/C/F,00:03.9125,145.861,5
Sector 17,7,28,"Hunter-Reay, Ryan",D/H/F,00:03.9206,145.560,3
Sector 17,8,10,"Rosenqvist, Felix (R)",D/H/F,00:03.9428,144.740,7
Sector 17,9,21,"Pigot, Spencer",D/C/F,00:03.9476,144.564,10
Sector 17,10,60,"Harvey, Jack",D/H/F,00:03.9495,144.495,0
Sector 17,11,30,"Sato, Takuma",D/H/F,00:03.9528,144.374,6
Sector 17,12,7,"Ericsson, Marcus (R)",D/H/F,00:03.9529,144.370,6
Sector 17,13,15,"Rahal, Graham",D/H/F,00:03.9529,144.370,8
Sector 17,14,9,"Dixon, Scott",D/H/F,00:03.9537,144.341,11
Sector 17,15,5,"Hinchcliffe, James",D/H/F,00:03.9643,143.955,5
Sector 17,16,22,"Pagenaud, Simon",D/C/F,00:03.9646,143.944,7
Sector 17,17,4,"Leist, Matheus",D/C/F,00:03.9778,143.467,3
Sector 17,18,19,"Ferrucci, Santino (R)",D/H/F,00:03.9780,143.459,1
Sector 17,19,26,"Veach, Zach",D/H/F,00:03.9845,143.225,5
Sector 17,20,98,"Andretti, Marco",D/H/F,00:04.0051,142.489,2
Sector 17,21,32,"Kaiser, Kyle (R)",D/C/F,00:04.0079,142.389,7
Sector 17,22,14,"Kanaan, Tony",D/C/F,00:04.0084,142.371,6
Sector 17,23,20,"Jones, Ed",D/C/F,00:04.0249,141.788,0
Sector 17,24,59,"Chilton, Max",D/C/F,00:04.0329,141.507,4
Sector 18,1,31,"O'Ward, Patricio (R)",D/C/F,00:06.5266,128.600,7
Sector 18,2,26,"Veach, Zach",D/H/F,00:06.5353,128.428,8
Sector 18,3,19,"Ferrucci, Santino (R)",D/H/F,00:06.5378,128.379,7
Sector 18,4,28,"Hunter-Reay, Ryan",D/H/F,00:06.5438,128.262,4
Sector 18,5,10,"Rosenqvist, Felix (R)",D/H/F,00:06.5501,128.138,7
Sector 18,6,15,"Rahal, Graham",D/H/F,00:06.5646,127.855,6
Sector 18,7,21,"Pigot, Spencer",D/C/F,00:06.5942,127.281,10
Sector 18,8,27,"Rossi, Alexander",D/H/F,00:06.6042,127.089,7
Sector 18,9,20,"Jones, Ed",D/C/F,00:06.6082,127.012,4
Sector 18,10,30,"Sato, Takuma",D/H/F,00:06.6138,126.904,10
Sector 18,11,59,"Chilton, Max",D/C/F,00:06.6218,126.751,8
Sector 18,12,22,"Pagenaud, Simon",D/C/F,00:06.6250,126.690,6
Sector 18,13,18,"Bourdais, Sebastien",D/H/F,00:06.6287,126.619,5
Sector 18,14,12,"Power, Will",D/C/F,00:06.6306,126.583,8
Sector 18,15,9,"Dixon, Scott",D/H/F,00:06.6422,126.361,11
Sector 18,16,2,"Newgarden, Josef",D/C/F,00:06.6442,126.323,7
Sector 18,17,5,"Hinchcliffe, James",D/H/F,00:06.6930,125.402,6
Sector 18,18,88,"Herta, Colton (R)",D/H/F,00:06.7410,124.509,6
Sector 18,19,7,"Ericsson, Marcus (R)",D/H/F,00:06.7614,124.134,6
Sector 18,20,98,"Andretti, Marco",D/H/F,00:06.7649,124.070,5
Sector 18,21,60,"Harvey, Jack",D/H/F,00:06.7762,123.863,1
Sector 18,22,14,"Kanaan, Tony",D/C/F,00:06.8192,123.082,4
Sector 18,23,4,"Leist, Matheus",D/C/F,00:06.8520,122.492,3
Sector 18,24,32,"Kaiser, Kyle (R)",D/C/F,00:06.8631,122.294,8
Sector 19,1,28,"Hunter-Reay, Ryan",D/H/F,00:05.4141,80.598,4
Sector 19,2,2,"Newgarden, Josef",D/C/F,00:05.4548,79.996,7
Sector 19,3,15,"Rahal, Graham",D/H/F,00:05.4579,79.951,8
Sector 19,4,22,"Pagenaud, Simon",D/C/F,00:05.4687,79.793,6
Sector 19,5,9,"Dixon, Scott",D/H/F,00:05.4793,79.639,9
Sector 19,6,59,"Chilton, Max",D/C/F,00:05.4808,79.617,7
Sector 19,7,27,"Rossi, Alexander",D/H/F,00:05.4914,79.463,6
Sector 19,8,12,"Power, Will",D/C/F,00:05.4918,79.457,8
Sector 19,9,31,"O'Ward, Patricio (R)",D/C/F,00:05.4966,79.388,6
Sector 19,10,10,"Rosenqvist, Felix (R)",D/H/F,00:05.5142,79.135,7
Sector 19,11,20,"Jones, Ed",D/C/F,00:05.5206,79.043,4
Sector 19,12,88,"Herta, Colton (R)",D/H/F,00:05.5267,78.956,10
Sector 19,13,60,"Harvey, Jack",D/H/F,00:05.5306,78.900,4
Sector 19,14,5,"Hinchcliffe, James",D/H/F,00:05.5463,78.677,5
Sector 19,15,19,"Ferrucci, Santino (R)",D/H/F,00:05.5468,78.669,6
Sector 19,16,30,"Sato, Takuma",D/H/F,00:05.5489,78.640,5
Sector 19,17,98,"Andretti, Marco",D/H/F,00:05.5506,78.616,7
Sector 19,18,26,"Veach, Zach",D/H/F,00:05.5677,78.374,4
Sector 19,19,21,"Pigot, Spencer",D/C/F,00:05.5758,78.260,8
Sector 19,20,4,"Leist, Matheus",D/C/F,00:05.5797,78.206,2
Sector 19,21,18,"Bourdais, Sebastien",D/H/F,00:05.5892,78.073,5
Sector 19,22,14,"Kanaan, Tony",D/C/F,00:05.5929,78.021,4
Sector 19,23,32,"Kaiser, Kyle (R)",D/C/F,00:05.6532,77.189,2
Sector 19,24,7,"Ericsson, Marcus (R)",D/H/F,00:05.6740,76.906,6
Sector 20,1,28,"Hunter-Reay, Ryan",D/H/F,00:05.1930,141.274,4
Sector 20,2,18,"Bourdais, Sebastien",D/H/F,00:05.2055,140.935,5
Sector 20,3,98,"Andretti, Marco",D/H/F,00:05.2100,140.813,5
Sector 20,4,88,"Herta, Colton (R)",D/H/F,00:05.2115,140.773,6
Sector 20,5,27,"Rossi, Alexander",D/H/F,00:05.2123,140.751,6
Sector 20,6,9,"Dixon, Scott",D/H/F,00:05.2186,140.581,7
Sector 20,7,30,"Sato, Takuma",D/H/F,00:05.2203,140.535,9
Sector 20,8,19,"Ferrucci, Santino (R)",D/H/F,00:05.2256,140.393,4
Sector 20,9,20,"Jones, Ed",D/C/F,00:05.2283,140.320,4
Sector 20,10,26,"Veach, Zach",D/H/F,00:05.2287,140.310,5
Sector 20,11,60,"Harvey, Jack",D/H/F,00:05.2302,140.269,5
Sector 20,12,5,"Hinchcliffe, James",D/H/F,00:05.2304,140.264,1
Sector 20,13,21,"Pigot, Spencer",D/C/F,00:05.2318,140.226,8
Sector 20,14,15,"Rahal, Graham",D/H/F,00:05.2339,140.170,9
Sector 20,15,10,"Rosenqvist, Felix (R)",D/H/F,00:05.2347,140.149,6
Sector 20,16,7,"Ericsson, Marcus (R)",D/H/F,00:05.2365,140.101,3
Sector 20,17,4,"Leist, Matheus",D/C/F,00:05.2423,139.946,3
Sector 20,18,12,"Power, Will",D/C/F,00:05.2436,139.911,8
Sector 20,19,59,"Chilton, Max",D/C/F,00:05.2470,139.820,3
Sector 20,20,22,"Pagenaud, Simon",D/C/F,00:05.2557,139.589,6
Sector 20,21,2,"Newgarden, Josef",D/C/F,00:05.2631,139.392,7
Sector 20,22,14,"Kanaan, Tony",D/C/F,00:05.2816,138.904,1
Sector 20,23,32,"Kaiser, Kyle (R)",D/C/F,00:05.2849,138.817,2
Sector 20,24,31,"O'Ward, Patricio (R)",D/C/F,00:05.2908,138.663,6
