track,raceNumber,year,type,fin,st,num,driver,sponsor,C/E/T,laps,money,status,led,pts,ledPts,ledMostPts,polePoints,atp,atp25,xPtsATP,xPtsATP25,xPts,passesFor,passesAgainst,lapOneChange,inTopFive,fastLapRank,date
Iowa,12,2019,oval,1,3,2,Josef Newgarden,Hitachi / Verizonï¿½ï¿½ (Roger Penske),D/C/F,300,,running,245,53,1,2,0,1.335548173,1.078947368,50,50,53,10,8,0,299,1,7/20/2019
Iowa,12,2019,oval,2,8,9,Scott Dixon,PNC Bankï¿½ï¿½ (Chip Ganassi),D/H/F,300,,running,2,41,1,0,0,11.88039867,7.276315789,18,26,21,44,38,1,42,3,7/20/2019
Iowa,12,2019,oval,3,5,5,James Hinchcliffe,Arrow / Lucas Oilï¿½ï¿½ (Schmidt Peterson Motorsports),D/H/F,300,,running,0,35,0,0,0,5.717607973,4.381578947,28,32,29,30,28,-1,116,9,7/20/2019
Iowa,12,2019,oval,4,1,22,Simon Pagenaud,Menards / Verizonï¿½ï¿½ (Roger Penske),D/C/F,300,,running,2,34,1,0,1,3.674418605,3.407894737,32,35,34.75,30,33,0,266,4,7/20/2019
Iowa,12,2019,oval,5,19,21,Spencer Pigot,Autogeek / Direct Supplyï¿½ï¿½ (Ed Carpenter Racing),D/C/F,300,,running,0,30,0,0,0,7.65448505,5.026315789,24,30,25.5,45,31,-1,148,8,7/20/2019
Iowa,12,2019,oval,6,6,27,Alexander Rossi,NAPA Auto Partsï¿½ï¿½ (Andretti Autosport),D/H/F,300,,running,0,28,0,0,0,5.993355482,6.539473684,28,26,27.5,18,18,1,112,6,7/20/2019
Iowa,12,2019,oval,7,20,26,Zach Veach,Gainbridgeï¿½ï¿½ (Andretti Autosport),D/H/F,300,,running,0,26,0,0,0,11.0166113,8.276315789,19,24,20.25,48,35,1,2,15,7/20/2019
Iowa,12,2019,oval,8,7,15,Graham Rahal,One Cure / United Rentalsï¿½ï¿½ (Rahal Letterman Lanigan Racing),D/H/F,299,,running,0,24,0,0,0,11.26666667,8.266666667,19,24,20.25,37,38,-1,3,16,7/20/2019
Iowa,12,2019,oval,9,21,18,Sebastien Bourdais,SealMaster / Sport Clipsï¿½ï¿½ (Dale Coyne w/Vasser-Sullivan),D/H/F,299,,running,2,23,1,0,0,14.98666667,9.88,15,20,17.25,50,38,0,3,7,7/20/2019
Iowa,12,2019,oval,10,13,14,Tony Kanaan,ABC Supply Co.ï¿½ï¿½ (A.J. Foyt),D/C/F,299,,running,0,20,0,0,0,15.07,12.32,15,18,15.75,41,38,-1,0,14,7/20/2019
Iowa,12,2019,oval,11,10,7,Marcus Ericsson,Arrow / Lucas Oilï¿½ï¿½ (Schmidt Peterson Motorsports),D/H/F,299,,running,0,19,0,0,0,10.76,13.48,19,17,18.5,42,43,1,1,13,7/20/2019
Iowa,12,2019,oval,12,12,19,Santino Ferrucci,Cly-Del Manufacturingï¿½ï¿½ (Dale Coyne),D/H/F,299,,running,0,18,0,0,0,8.926666667,12.28,22,18,21,56,56,1,50,12,7/20/2019
Iowa,12,2019,oval,13,16,59,Conor Daly,Gallagher Insuranceï¿½ï¿½ (Trevor Carlin),D/C/F,299,,running,0,17,0,0,0,13.27666667,13.4,17,17,17,39,36,1,0,18,7/20/2019
Iowa,12,2019,oval,14,15,10,Felix Rosenqvist,PNC Bankï¿½ï¿½ (Chip Ganassi),D/H/F,299,,running,0,16,0,0,0,18.51,15.8,11,14,11.75,31,30,-1,0,20,7/20/2019
Iowa,12,2019,oval,15,2,12,Will Power,Verizonï¿½ï¿½ (Roger Penske),D/C/F,299,,running,49,16,1,0,0,3.556666667,8.653333333,32,22,30.5,24,37,0,258,2,7/20/2019
Iowa,12,2019,oval,16,22,4,Matheus Leist,ABC Supply Co.ï¿½ï¿½ (A.J. Foyt),D/C/F,298,,running,0,14,0,0,0,18.33779264,17.31081081,12,13,12.25,29,23,0,0,21,7/20/2019
Iowa,12,2019,oval,17,9,28,Ryan Hunter-Reay,DHLï¿½ï¿½ (Andretti Autosport),D/H/F,298,,running,0,13,0,0,0,16.34448161,16.87837838,14,13,13.75,29,37,-1,0,17,7/20/2019
Iowa,12,2019,oval,18,11,88,Colton Herta,Harding Steinbrenner Racing,D/H/F,276,,halfshaft,0,12,0,0,0,10.80505415,11.21153846,19,19,19,36,43,-1,1,10,7/20/2019
Iowa,12,2019,oval,19,17,20,Ed Carpenter,Autogeekï¿½ï¿½ (Ed Carpenter Racing),D/C/F,262,,crash,0,11,0,0,0,8.231939163,5.894736842,24,28,25,42,31,0,53,11,7/20/2019
Iowa,12,2019,oval,20,4,30,Takuma Sato,Mi-Jack / Panasonicï¿½ï¿½ (Rahal Letterman Lanigan Racing),D/H/F,216,,crash,0,10,0,0,0,8.359447005,20,24,10,20.5,25,41,0,134,5,7/20/2019
Iowa,12,2019,oval,21,18,98,Marco Andretti,U.S. Concrete / Curbï¿½ï¿½ (AHA / Marco & Curb-Agajanian),D/H/F,205,,handling,0,9,0,0,0,20.55339806,21,9,9,9,16,19,0,0,22,7/20/2019
Iowa,12,2019,oval,22,14,31,Sage Karam,SmartStop Self Storageï¿½ï¿½ (Trevor Carlin),D/C/F,193,,crash,0,8,0,0,0,21.13917526,22,9,8,8.75,2,10,1,0,19,7/20/2019
Mid Ohio,13,2019,road,1,8,9,Scott Dixon,PNC Bankï¿½ï¿½ (Chip Ganassi),D/H/F,90,,running,38,53,1,2,0,3.505494505,1,32,50,39.5,23,16,1,68,14,7/28/2019
Mid Ohio,13,2019,road,2,6,10,Felix Rosenqvist,Cloverï¿½ï¿½ (Chip Ganassi),D/H/F,90,,running,15,41,1,0,0,2.835164835,2,35,40,37.25,14,10,0,76,3,7/28/2019
Mid Ohio,13,2019,road,3,10,28,Ryan Hunter-Reay,DHLï¿½ï¿½ (Andretti Autosport),D/H/F,90,,running,0,35,0,0,0,5.351648352,3,30,35,31.25,20,13,0,55,8,7/28/2019
Mid Ohio,13,2019,road,4,1,12,Will Power,Verizonï¿½ï¿½ (Roger Penske),D/C/F,90,,running,26,34,1,0,1,3.945054945,4.956521739,32,30,33.5,18,21,0,76,16,7/28/2019
Mid Ohio,13,2019,road,5,2,27,Alexander Rossi,NAPA Auto Partsï¿½ï¿½ (Andretti Autosport),D/H/F,90,,running,0,30,0,0,0,5.835164835,5.956521739,28,28,28,17,20,0,43,15,7/28/2019
Mid Ohio,13,2019,road,6,4,22,Simon Pagenaud,Menards / Verizonï¿½ï¿½ (Roger Penske),D/C/F,90,,running,0,28,0,0,0,6.483516484,6.956521739,28,26,27.5,22,24,0,24,11,7/28/2019
Mid Ohio,13,2019,road,7,13,21,Spencer Pigot,Autogeek / Direct Supplyï¿½ï¿½ (Ed Carpenter Racing),D/C/F,90,,running,0,26,0,0,0,7.692307692,7.956521739,24,24,24,27,21,2,20,2,7/28/2019
Mid Ohio,13,2019,road,8,7,88,Colton Herta,Capstone Turbineï¿½ï¿½ (Harding Steinbrenner Racing),D/H/F,90,,running,0,24,0,0,0,8.659340659,8.956521739,22,22,22,21,22,-1,6,4,7/28/2019
Mid Ohio,13,2019,road,9,15,15,Graham Rahal,Fifth Third Bank / United Rentals / Mi-Jackï¿½ï¿½ (Rahal Letterman Lanigan Racing),D/H/F,90,,running,0,22,0,0,0,11.13186813,9.956521739,19,20,19.25,29,23,2,0,7,7/28/2019
Mid Ohio,13,2019,road,10,9,60,Jack Harvey,AutoNation / SiriusXMï¿½ï¿½ (Meyer Shank Racing / Arrow SPM),D/H/F,90,,running,0,20,0,0,0,10.06593407,10.95652174,20,19,19.75,20,21,0,3,5,7/28/2019
Mid Ohio,13,2019,road,11,5,18,Sebastien Bourdais,SealMaster / Sport Clipsï¿½ï¿½ (Dale Coyne w/Vasser-Sullivan),D/H/F,90,,running,0,19,0,0,0,11.02197802,12.82608696,19,17,18.5,14,20,0,12,10,7/28/2019
Mid Ohio,13,2019,road,12,14,19,Santino Ferrucci,Cly-Del Manufacturingï¿½ï¿½ (Dale Coyne),D/H/F,90,,running,0,18,0,0,0,11.36263736,12.08695652,19,18,18.75,25,23,-2,3,9,7/28/2019
Mid Ohio,13,2019,road,13,18,20,Ed Jones,Autogeekï¿½ï¿½ (Ed Carpenter Racing),D/C/F,90,,running,0,17,0,0,0,13.83516484,13.95652174,16,16,16,14,9,6,0,17,7/28/2019
Mid Ohio,13,2019,road,14,3,2,Josef Newgarden,PPG Paints / Verizonï¿½ï¿½ (Roger Penske),D/C/F,89,,off course,11,17,1,0,0,4.5,4,32,32,33,18,19,0,56,6,7/28/2019
Mid Ohio,13,2019,road,15,19,98,Marco Andretti,UniFirst / U.S. Concrete / Curbï¿½ï¿½ (AHA / Marco & Curb-Agajanian),D/H/F,89,,running,0,15,0,0,0,15.43333333,15.04545455,15,15,15,15,11,5,0,21,7/28/2019
Mid Ohio,13,2019,road,16,16,59,Max Chilton,Gallagher Insuranceï¿½ï¿½ (Trevor Carlin),D/C/F,89,,running,0,14,0,0,0,15.93333333,17.27272727,14,13,13.75,11,11,1,0,19,7/28/2019
Mid Ohio,13,2019,road,17,22,31,R.C. Enerson,Lucas Oil School of Racingï¿½ï¿½ (Trevor Carlin),D/C/F,89,,running,0,13,0,0,0,19.08888889,18.68181818,11,11,11,10,5,2,0,12,7/28/2019
Mid Ohio,13,2019,road,18,21,4,Matheus Leist,ABC Supply Co.ï¿½ï¿½ (A.J. Foyt),D/C/F,89,,running,0,12,0,0,0,17.35555556,16.81818182,13,13,13,10,7,4,0,22,7/28/2019
Mid Ohio,13,2019,road,19,17,30,Takuma Sato,Mi-Jack / Panasonicï¿½ï¿½ (Rahal Letterman Lanigan Racing),D/H/F,89,,running,0,11,0,0,0,19.41111111,17.18181818,11,13,11.5,10,12,-4,0,13,7/28/2019
Mid Ohio,13,2019,road,20,23,14,Tony Kanaan,ABC Supply Co.ï¿½ï¿½ (A.J. Foyt),D/C/F,89,,running,0,10,0,0,0,17.64444444,20,12,10,11.5,23,20,4,0,18,7/28/2019
Mid Ohio,13,2019,road,21,20,26,Zach Veach,Gainbridgeï¿½ï¿½ (Andretti Autosport),D/H/F,89,,running,0,9,0,0,0,20.04444444,21,10,9,9.75,5,6,2,0,20,7/28/2019
Mid Ohio,13,2019,road,22,11,5,James Hinchcliffe,Arrow / Lucas Oilï¿½ï¿½ (Schmidt Peterson Motorsports),D/H/F,87,,running,0,8,0,0,0,21.86363636,22,8,8,8,0,11,-11,0,1,7/28/2019
Mid Ohio,13,2019,road,23,12,7,Marcus Ericsson,Arrow / Lucas Oilï¿½ï¿½ (Schmidt Peterson Motorsports),D/H/F,2,,crash,0,7,0,0,0,19.33333333,23,11,7,10,0,11,-11,0,23,7/28/2019
Pocono,14,2019,oval,1,5,12,Will Power,Verizon   (Roger Penske),D/C/F,128,,running,31,51,1,0,0,4.713178295,2,30,40,31,26,22,2,92,1,8/18/2019
Pocono,14,2019,oval,2,4,9,Scott Dixon,PNC Bank   (Chip Ganassi),D/H/F,128,,running,32,41,1,0,0,2.480620155,2.212121212,40,40,41,22,20,0,124,2,8/18/2019
Pocono,14,2019,oval,3,3,22,Simon Pagenaud,Penske Truck Rental / Verizon   (Roger Penske),D/C/F,128,,running,64,38,1,2,0,2.240310078,3.303030303,40,35,43,17,17,2,120,3,8/18/2019
Pocono,14,2019,oval,4,13,19,Santino Ferrucci,Cly-Del Manufacturing   (Dale Coyne),D/H/F,128,,running,0,32,0,0,0,4.488372093,4.242424242,32,32,32,38,29,8,107,4,8/18/2019
Pocono,14,2019,oval,5,1,2,Josef Newgarden,Hitachi / Verizon   (Roger Penske),D/C/F,128,,running,1,31,1,0,1,5.782945736,6.545454545,28,26,30,23,27,-1,61,9,8/18/2019
Pocono,14,2019,oval,6,15,20,Ed Carpenter,Sonax / Belcan   (Ed Carpenter Racing),D/C/F,128,,running,0,28,0,0,0,8.248062016,6.575757576,24,26,24,32,23,6,25,6,8/18/2019
Pocono,14,2019,oval,7,11,18,Sebastien Bourdais,SealMaster / Sport Clips / GEICO   (Dale Coyne w/Vasser-Sullivan),D/H/F,128,,running,0,26,0,0,0,6.759689922,7.666666667,26,24,26,28,24,4,15,5,8/18/2019
Pocono,14,2019,oval,8,19,14,Tony Kanaan,ABC Supply Co.   (A.J. Foyt),D/C/F,128,,running,0,24,0,0,0,11.50387597,7.787878788,18,24,18,32,21,5,6,11,8/18/2019
Pocono,14,2019,oval,9,8,15,Graham Rahal,Total / United Rentsls   (Rahal Letterman Lanigan Racing),D/H/F,128,,running,0,22,0,0,0,8.201550388,10.18181818,24,20,24,19,20,2,38,12,8/18/2019
Pocono,14,2019,oval,10,21,23,Charlie Kimball,Tresiba   (Trevor Carlin),D/C/F,128,,running,0,20,0,0,0,10.3255814,8.606060606,20,22,20,39,28,6,11,10,8/18/2019
Pocono,14,2019,oval,11,22,59,Conor Daly,Gallagher Insurance   (Trevor Carlin),D/C/F,128,,running,0,19,0,0,0,11.36434109,9.606060606,19,20,19,39,28,11,10,7,8/18/2019
Pocono,14,2019,oval,12,16,7,Marcus Ericsson,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,128,,running,0,18,0,0,0,9.387596899,10.75757576,22,19,22,31,27,4,16,13,8/18/2019
Pocono,14,2019,oval,13,18,26,Zach Veach,Gainbridge   (Andretti Autosport),D/H/F,127,,running,0,17,0,0,0,12.28125,11.46875,18,19,18,30,25,5,2,15,8/18/2019
Pocono,14,2019,oval,14,20,4,Matheus Leist,ABC Supply Co.   (A.J. Foyt),D/C/F,127,,running,0,16,0,0,0,14.84375,14,15,16,15,24,18,4,0,17,8/18/2019
Pocono,14,2019,oval,15,17,98,Marco Andretti,U.S. Concrete / Curb   (AHA / Marco & Curb-Agajanian),D/H/F,126,,running,0,15,0,0,0,14.92913386,15,15,15,15,11,9,0,0,14,8/18/2019
Pocono,14,2019,oval,16,14,88,Colton Herta,Capstone Turbine   (Harding Steinbrenner Racing),D/H/F,72,,crash,0,14,0,0,0,8.643835616,16,22,14,22,21,17,6,3,8,8/18/2019
Pocono,14,2019,oval,17,12,21,Spencer Pigot,Autogeek / Direct Supply   (Ed Carpenter Racing),D/C/F,39,,crash,0,13,0,0,0,7.725,17,24,13,24,10,6,2,0,16,8/18/2019
Pocono,14,2019,oval,18,2,27,Alexander Rossi,MilitaryToMotorsports.com / NAPA Auto Parts   (Andretti Autosport),D/H/F,39,,running,0,12,0,0,0,18.2,18,12,12,12,2,18,-18,0,18,8/18/2019
Pocono,14,2019,oval,19,6,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,25,,crash,0,11,0,0,0,19.03846154,19,11,11,11,1,14,-13,0,19,8/18/2019
Pocono,14,2019,oval,20,10,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,19,,crash,0,10,0,0,0,17.6,20,12,10,12,0,8,-8,0,20,8/18/2019
Pocono,14,2019,oval,21,7,30,Takuma Sato,Mi-Jack / Panasonic   (Rahal Letterman Lanigan Racing),D/H/F,0,,crash,0,9,0,0,0,17.5,21,12,9,12,0,14,-14,0,21,8/18/2019
Pocono,14,2019,oval,22,9,10,Felix Rosenqvist,NTT Data   (Chip Ganassi),D/H/F,0,,crash,0,8,0,0,0,18.75,22,11,8,11,0,13,-13,0,22,8/18/2019
Gateway,15,2019,oval,1,5,30,Takuma Sato,Keihin / Panasonic   (Rahal Letterman Lanigan Racing),D/H/F,248,,running,61,51,1,0,0,11.40562249,1.063492063,19,50,20,31,27,-8,74,2,8/24/2019
Gateway,15,2019,oval,2,17,20,Ed Carpenter,Sonax / Belcan   (Ed Carpenter Racing),D/C/F,248,,running,0,40,0,0,0,11.59036145,3.142857143,18,35,18,37,22,2,59,11,8/24/2019
Gateway,15,2019,oval,3,20,14,Tony Kanaan,ABC Supply Co.   (A.J. Foyt),D/C/F,248,,running,0,35,0,0,0,10.6746988,2.26984127,19,40,19,34,17,6,60,14,8/24/2019
Gateway,15,2019,oval,4,6,19,Santino Ferrucci,Cly-Del Manufacturing   (Dale Coyne),D/H/F,248,,running,97,35,1,2,0,2.923694779,5.222222222,35,30,38,26,24,2,212,3,8/24/2019
Gateway,15,2019,oval,5,4,22,Simon Pagenaud,Menards / Verizon   (Roger Penske),D/C/F,248,,running,0,30,0,0,0,8.34939759,9.349206349,24,22,24,38,39,-2,43,6,8/24/2019
Gateway,15,2019,oval,6,18,59,Conor Daly,Gallagher Insurance   (Trevor Carlin),D/C/F,248,,running,1,29,1,0,0,8.477911647,7.285714286,24,26,25,47,35,1,27,19,8/24/2019
Gateway,15,2019,oval,7,1,2,Josef Newgarden,PPG Paints / Verizon   (Roger Penske),D/C/F,248,,running,50,28,1,0,1,4.313253012,4.412698413,32,32,34,31,37,0,204,1,8/24/2019
Gateway,15,2019,oval,8,9,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,248,,running,0,24,0,0,0,10.40160643,9.428571429,20,22,20,36,35,-1,13,15,8/24/2019
Gateway,15,2019,oval,9,12,88,Colton Herta,Capstone Turbine   (Harding Steinbrenner Racing),D/H/F,248,,running,10,23,1,0,0,9.224899598,10.95238095,22,19,23,37,34,1,15,16,8/24/2019
Gateway,15,2019,oval,10,22,98,Marco Andretti,Oberto / U.S. Concrete / Curb   (AHA / Marco & Curb-Agajanian),D/H/F,248,,running,4,21,1,0,0,11.45381526,8.682539683,19,22,20,53,41,6,23,22,8/24/2019
Gateway,15,2019,oval,11,10,10,Felix Rosenqvist,Monster Energy   (Chip Ganassi),D/H/F,248,,running,1,20,1,0,0,8.437751004,11.93650794,24,18,25,40,41,3,59,12,8/24/2019
Gateway,15,2019,oval,12,7,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,247,,running,20,19,1,0,0,6.991935484,11.79032258,26,18,27,27,32,-1,112,8,8/24/2019
Gateway,15,2019,oval,13,11,27,Alexander Rossi,NAPA Auto Parts   (Andretti Autosport),D/H/F,247,,running,0,17,0,0,0,8.403225806,8.35483871,24,24,24,34,36,2,69,7,8/24/2019
Gateway,15,2019,oval,14,15,26,Zach Veach,Gainbridge   (Andretti Autosport),D/H/F,247,,running,0,16,0,0,0,16.00403226,14.88709677,14,15,14,36,35,-4,0,21,8/24/2019
Gateway,15,2019,oval,15,19,23,Charlie Kimball,Rip Kurrent   (Trevor Carlin),D/C/F,247,,running,0,15,0,0,0,17.73790323,15.27419355,12,15,12,28,24,-1,0,17,8/24/2019
Gateway,15,2019,oval,16,14,7,Marcus Ericsson,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,247,,running,2,15,1,0,0,14.41532258,16.75806452,16,13,17,32,34,-8,21,5,8/24/2019
Gateway,15,2019,oval,17,21,4,Matheus Leist,ABC Supply Co.   (A.J. Foyt),D/C/F,246,,running,0,13,0,0,0,18.75303644,17.63934426,11,12,11,13,9,0,0,18,8/24/2019
Gateway,15,2019,oval,18,16,15,Graham Rahal,Mi-Jack / United Rentals   (Rahal Letterman Lanigan Racing),D/H/F,226,,exhaust,0,12,0,0,0,14.9030837,11.04878049,15,19,15,33,32,-2,0,20,8/24/2019
Gateway,15,2019,oval,19,2,18,Sebastien Bourdais,SealMaster / Sport Clips / GEICO   (Dale Coyne w/Vasser-Sullivan),D/H/F,189,,crash,1,12,1,0,0,3.189473684,4,35,32,36,14,21,0,177,10,8/24/2019
Gateway,15,2019,oval,20,8,9,Scott Dixon,PNC Bank   (Chip Ganassi),D/H/F,136,,radiator,0,10,0,0,0,14.19708029,20,16,10,16,13,25,3,6,13,8/24/2019
Gateway,15,2019,oval,21,13,21,Spencer Pigot,Autogeek / Direct Supply   (Ed Carpenter Racing),D/C/F,131,,crash,0,9,0,0,0,12.9469697,21,17,9,17,24,22,1,0,9,8/24/2019
Gateway,15,2019,oval,22,3,12,Will Power,Verizon   (Roger Penske),D/C/F,52,,crash,1,9,1,0,0,2.169811321,22,40,9,40,2,4,0,52,4,8/24/2019
Portland,16,2019,road,1,2,12,Will Power,Verizon   (Roger Penske),D/C/F,105,,running,52,53,1,2,0,2.075471698,1,40,50,43,9,8,-2,103,8,9/1/2019
Portland,16,2019,road,2,5,10,Felix Rosenqvist,NTT Data   (Chip Ganassi),D/H/F,105,,running,3,41,1,0,0,3.471698113,2,35,40,36,9,6,-2,92,7,9/1/2019
Portland,16,2019,road,3,7,27,Alexander Rossi,NAPA Auto Parts   (Andretti Autosport),D/H/F,105,,running,0,35,0,0,0,3.849056604,3,32,35,32,11,7,1,89,11,9/1/2019
Portland,16,2019,road,4,1,88,Colton Herta,Capstone Turbine   (Harding Steinbrenner Racing),D/H/F,105,,running,36,34,1,0,1,3.650943396,4,32,32,34,13,16,0,90,6,9/1/2019
Portland,16,2019,road,5,13,2,Josef Newgarden,Hitachi / Verizon   (Roger Penske),D/C/F,105,,running,0,30,0,0,0,6.745283019,5,26,30,26,22,14,-4,61,5,9/1/2019
Portland,16,2019,road,6,10,21,Spencer Pigot,Autogeek / Direct Supply   (Ed Carpenter Racing),D/C/F,105,,running,0,28,0,0,0,8.962264151,6,22,28,22,27,23,-6,0,10,9/1/2019
Portland,16,2019,road,7,18,22,Simon Pagenaud,Menards / Verizon   (Roger Penske),D/C/F,105,,running,0,26,0,0,0,9.849056604,7,20,26,20,24,13,0,0,12,9/1/2019
Portland,16,2019,road,8,21,4,Matheus Leist,ABC Supply Co.   (A.J. Foyt),D/C/F,105,,running,0,24,0,0,0,10.86792453,9.814814815,19,20,19,35,22,8,1,16,9/1/2019
Portland,16,2019,road,9,12,18,Sebastien Bourdais,SealMaster / Sport Clips / GEICO   (Dale Coyne w/Vasser-Sullivan),D/H/F,105,,running,3,23,1,0,0,9.509433962,8.148148148,20,24,21,26,23,1,6,1,9/1/2019
Portland,16,2019,road,10,22,23,Charlie Kimball,Trevor Carlin,D/C/F,105,,running,0,20,0,0,0,10.43396226,9.148148148,20,22,20,29,17,10,0,9,9/1/2019
Portland,16,2019,road,11,20,59,Max Chilton,Gallagher Insurance   (Trevor Carlin),D/C/F,104,,running,0,19,0,0,0,12.80952381,11.76923077,17,18,17,29,20,5,0,17,9/1/2019
Portland,16,2019,road,12,19,14,Tony Kanaan,ABC Supply Co.   (A.J. Foyt),D/C/F,104,,running,0,18,0,0,0,11.45714286,12.30769231,19,18,19,26,19,10,0,14,9/1/2019
Portland,16,2019,road,13,16,98,Marco Andretti,Oberto / Circle K / U.S. Concrete / Curb   (AHA / Marco & Curb-Agajanian),D/H/F,104,,running,0,17,0,0,0,9.304761905,13.65384615,22,16,22,18,15,6,0,13,9/1/2019
Portland,16,2019,road,14,23,20,Ed Jones,Sonax   (Ed Carpenter Racing),D/C/F,104,,running,0,16,0,0,0,14.99047619,14.65384615,15,15,15,20,11,9,0,18,9/1/2019
Portland,16,2019,road,15,17,30,Takuma Sato,Mi-Jack / Panasonic   (Rahal Letterman Lanigan Racing),D/H/F,103,,running,0,15,0,0,0,16.64423077,15.72,13,14,13,6,4,-2,0,15,9/1/2019
Portland,16,2019,road,16,3,9,Scott Dixon,PNC Bank   (Chip Ganassi),D/H/F,102,,running,11,15,1,0,0,9.330097087,16.75,22,13,23,7,20,1,51,3,9/1/2019
Portland,16,2019,road,17,14,19,Santino Ferrucci,Cly-Del Manufacturing   (Dale Coyne),D/H/F,96,,electrical,0,13,0,0,0,12.72164948,11.38888889,17,19,17,28,29,6,0,2,9/1/2019
Portland,16,2019,road,18,6,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,81,,crash,0,12,0,0,0,15.79268293,18,14,12,14,1,13,1,12,4,9/1/2019
Portland,16,2019,road,19,4,60,Jack Harvey,AutoNation / SiriusXM   (Meyer Shank Racing / Arrow SPM),D/H/F,13,,crash,0,11,0,0,0,3.142857143,19,35,11,35,1,1,1,13,19,9/1/2019
Portland,16,2019,road,20,8,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,0,,crash,0,10,0,0,0,17.6,20,12,10,12,0,12,-12,0,23,9/1/2019
Portland,16,2019,road,21,9,7,Conor Daly,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,0,,crash,0,9,0,0,0,18.6,21,11,9,11,0,12,-12,0,22,9/1/2019
Portland,16,2019,road,22,11,26,Zach Veach,Gainbridge   (Andretti Autosport),D/H/F,0,,crash,0,8,0,0,0,19.8,22,10,8,10,0,11,-11,0,21,9/1/2019
Portland,16,2019,road,23,15,15,Graham Rahal,One Cure / United Rentals   (Rahal Letterman Lanigan Racing),D/H/F,0,,crash,0,7,0,0,0,21.4,23,9,7,9,0,8,-8,0,20,9/1/2019
Laguna Seca,17,2019,road,1,1,88,Colton Herta,Capstone Turbine   (Harding Steinbrenner Racing),D/H/F,90,,running,83,104,1,2,1,1.120879121,1,50,50,54,6,6,0,90,2,9/22/2019
Laguna Seca,17,2019,road,2,7,12,Will Power,Verizon   (Roger Penske),D/C/F,90,,running,6,81,1,0,0,3.692307692,2,32,40,33,13,8,0,77,6,9/22/2019
Laguna Seca,17,2019,road,3,2,9,Scott Dixon,PNC Bank   (Chip Ganassi),D/H/F,90,,running,0,70,0,0,0,2.406593407,3,40,35,40,5,6,0,89,1,9/22/2019
Laguna Seca,17,2019,road,4,6,22,Simon Pagenaud,DXC Technology / Verizon   (Roger Penske),D/C/F,90,,running,1,65,1,0,0,4.164835165,4.260869565,32,32,33,15,13,0,74,3,9/22/2019
Laguna Seca,17,2019,road,5,14,10,Felix Rosenqvist,NTT Data   (Chip Ganassi),D/H/F,90,,running,0,60,0,0,0,6.527472527,4.739130435,26,30,26,22,13,3,50,10,9/22/2019
Laguna Seca,17,2019,road,6,3,27,Alexander Rossi,NAPA Auto Parts   (Andretti Autosport),D/H/F,90,,running,0,56,0,0,0,5.802197802,6,28,28,28,14,17,0,32,7,9/22/2019
Laguna Seca,17,2019,road,7,19,18,Sebastien Bourdais,SealMaster / Sport Clips / GEICO   (Dale Coyne w/Vasser-Sullivan),D/H/F,90,,running,0,52,0,0,0,12.6043956,7.739130435,17,24,17,41,29,-1,0,17,9/22/2019
Laguna Seca,17,2019,road,8,4,2,Josef Newgarden,Hitachi / Verizon   (Roger Penske),D/C/F,90,,running,0,48,0,0,0,6.912087912,7.260869565,26,26,26,12,16,0,12,8,9/22/2019
Laguna Seca,17,2019,road,9,5,5,James Hinchcliffe,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,90,,running,0,44,0,0,0,8.021978022,9,24,22,24,13,17,0,17,12,9/22/2019
Laguna Seca,17,2019,road,10,9,28,Ryan Hunter-Reay,DHL   (Andretti Autosport),D/H/F,90,,running,0,40,0,0,0,15.34065934,10.08695652,15,20,15,25,26,1,1,18,9/22/2019
Laguna Seca,17,2019,road,11,11,7,Marcus Ericsson,Arrow / Lucas Oil   (Schmidt Peterson Motorsports),D/H/F,90,,running,0,38,0,0,0,9.582417582,10.91304348,20,19,20,26,26,-2,0,5,9/22/2019
Laguna Seca,17,2019,road,12,8,15,Graham Rahal,United Rentals / Mi-Jack   (Rahal Letterman Lanigan Racing),D/H/F,90,,running,0,36,0,0,0,10.8021978,12,19,18,19,17,21,-2,0,13,9/22/2019
Laguna Seca,17,2019,road,13,10,59,Max Chilton,Gallagher Insurance   (Trevor Carlin),D/C/F,90,,running,0,34,0,0,0,13.38461538,13,17,17,17,23,26,-2,0,16,9/22/2019
Laguna Seca,17,2019,road,14,22,98,Marco Andretti,U.S. Concrete / Curb   (AHA / Marco & Curb-Agajanian),D/H/F,90,,running,0,32,0,0,0,14.76923077,14,15,16,15,35,27,5,0,14,9/22/2019
