,driver,totalPoints,chamPos,season
23,Sebastien Bourdais,257.0,17.0,68
24,Simon Pagenaud,480.0,3.0,68
25,Takuma Sato,346.0,10.0,68
26,Tony Kanaan,87.0,27.0,68
27,Will Power,374.0,9.0,68
0,Alex Palou,400.0,6.0,69
1,Alexander Rossi,297.0,13.0,69
2,Colton Herta,469.0,4.0,69
3,Conor Daly,195.0,21.0,69
4,Dalton Kellett,134.0,24.0,69
5,Ed Carpenter,109.0,25.0,69
6,Ed Jones,283.0,15.0,69
7,Felix Rosenqvist,281.0,16.0,69
8,Graham Rahal,390.0,8.0,69
9,Helio Castroneves,188.0,23.0,69
10,Jack Harvey,271.0,17.0,69
11,James Hinchcliffe,237.0,19.0,69
12,Jimmie Johnson,194.0,22.0,69
13,Josef Newgarden,478.0,3.0,69
14,Marcus Ericsson,378.0,9.0,69
15,Max Chilton,108.0,26.0,69
16,Patricio O'Ward,453.0,5.0,69
17,Pietro Fittipaldi,47.0,28.0,69
18,Rinus VeeKay,359.0,10.0,69
19,Romain Grosjean,199.0,20.0,69
20,Ryan Hunter-Reay,311.0,12.0,69
21,Scott Dixon,509.0,1.0,69
22,Scott McLaughlin,286.0,14.0,69
23,Sebastien Bourdais,261.0,18.0,69
24,Simon Pagenaud,508.0,2.0,69
25,Takuma Sato,391.0,7.0,69
26,Tony Kanaan,93.0,27.0,69
27,Will Power,316.0,11.0,69
0,Alex Palou,504.0,2.0,70
1,Alexander Rossi,337.0,11.0,70
2,Colton Herta,361.0,8.0,70
3,Conor Daly,234.0,17.0,70
4,Dalton Kellett,148.0,23.0,70
5,Ed Carpenter,117.0,26.0,70
6,Ed Jones,217.0,20.0,70
7,Felix Rosenqvist,225.0,18.0,70
8,Graham Rahal,392.0,7.0,70
9,Helio Castroneves,204.0,21.0,70
10,Jack Harvey,306.0,13.0,70
11,James Hinchcliffe,195.0,22.0,70
12,Jimmie Johnson,124.0,25.0,70
13,Josef Newgarden,466.0,5.0,70
14,Marcus Ericsson,354.0,9.0,70
15,Max Chilton,144.0,24.0,70
16,Patricio O'Ward,487.0,3.0,70
17,Pietro Fittipaldi,84.0,28.0,70
18,Rinus VeeKay,485.0,4.0,70
19,Romain Grosjean,218.0,19.0,70
20,Ryan Hunter-Reay,273.0,14.0,70
21,Scott Dixon,560.0,1.0,70
22,Scott McLaughlin,264.0,15.0,70
23,Sebastien Bourdais,244.0,16.0,70
24,Simon Pagenaud,442.0,6.0,70
25,Takuma Sato,346.0,10.0,70
26,Tony Kanaan,103.0,27.0,70
27,Will Power,311.0,12.0,70
0,Alex Palou,394.0,6.0,71
1,Alexander Rossi,353.0,10.0,71
2,Colton Herta,332.0,11.0,71
3,Conor Daly,183.0,21.0,71
4,Dalton Kellett,152.0,25.0,71
5,Ed Carpenter,127.0,27.0,71
6,Ed Jones,203.0,19.0,71
7,Felix Rosenqvist,261.0,16.0,71
8,Graham Rahal,451.0,3.0,71
9,Helio Castroneves,182.0,22.0,71
10,Jack Harvey,304.0,13.0,71
11,James Hinchcliffe,248.0,18.0,71
12,Jimmie Johnson,177.0,23.0,71
13,Josef Newgarden,494.0,2.0,71
14,Marcus Ericsson,389.0,7.0,71
15,Max Chilton,162.0,24.0,71
16,Patricio O'Ward,424.0,5.0,71
17,Pietro Fittipaldi,47.0,28.0,71
18,Rinus VeeKay,372.0,8.0,71
19,Romain Grosjean,196.0,20.0,71
20,Ryan Hunter-Reay,311.0,12.0,71
21,Scott Dixon,627.0,1.0,71
22,Scott McLaughlin,280.0,15.0,71
23,Sebastien Bourdais,254.0,17.0,71
24,Simon Pagenaud,440.0,4.0,71
25,Takuma Sato,291.0,14.0,71
26,Tony Kanaan,129.0,26.0,71
27,Will Power,362.0,9.0,71
0,Alex Palou,460.0,5.0,72
1,Alexander Rossi,340.0,11.0,72
2,Colton Herta,391.0,7.0,72
3,Conor Daly,193.0,22.0,72
4,Dalton Kellett,168.0,24.0,72
5,Ed Carpenter,113.0,25.0,72
6,Ed Jones,227.0,18.0,72
7,Felix Rosenqvist,212.0,20.0,72
8,Graham Rahal,416.0,6.0,72
9,Helio Castroneves,200.0,21.0,72
10,Jack Harvey,251.0,15.0,72
11,James Hinchcliffe,241.0,16.0,72
12,Jimmie Johnson,193.0,23.0,72
13,Josef Newgarden,584.0,1.0,72
14,Marcus Ericsson,343.0,10.0,72
15,Max Chilton,102.0,26.0,72
16,Patricio O'Ward,517.0,3.0,72
17,Pietro Fittipaldi,66.0,28.0,72
18,Rinus VeeKay,370.0,8.0,72
19,Romain Grosjean,227.0,19.0,72
20,Ryan Hunter-Reay,228.0,17.0,72
21,Scott Dixon,525.0,2.0,72
22,Scott McLaughlin,289.0,13.0,72
23,Sebastien Bourdais,297.0,12.0,72
24,Simon Pagenaud,475.0,4.0,72
25,Takuma Sato,352.0,9.0,72
26,Tony Kanaan,99.0,27.0,72
27,Will Power,266.0,14.0,72
0,Alex Palou,400.0,8.0,73
1,Alexander Rossi,368.0,11.0,73
2,Colton Herta,418.0,5.0,73
3,Conor Daly,200.0,21.0,73
4,Dalton Kellett,196.0,22.0,73
5,Ed Carpenter,123.0,25.0,73
6,Ed Jones,250.0,15.0,73
7,Felix Rosenqvist,196.0,23.0,73
8,Graham Rahal,402.0,7.0,73
9,Helio Castroneves,211.0,20.0,73
10,Jack Harvey,247.0,17.0,73
11,James Hinchcliffe,213.0,19.0,73
12,Jimmie Johnson,81.0,27.0,73
13,Josef Newgarden,478.0,4.0,73
14,Marcus Ericsson,391.0,9.0,73
15,Max Chilton,147.0,24.0,73
16,Patricio O'Ward,522.0,1.0,73
17,Pietro Fittipaldi,47.0,28.0,73
18,Rinus VeeKay,404.0,6.0,73
19,Romain Grosjean,228.0,18.0,73
20,Ryan Hunter-Reay,248.0,16.0,73
21,Scott Dixon,515.0,2.0,73
22,Scott McLaughlin,269.0,14.0,73
23,Sebastien Bourdais,295.0,13.0,73
24,Simon Pagenaud,494.0,3.0,73
25,Takuma Sato,391.0,10.0,73
26,Tony Kanaan,97.0,26.0,73
27,Will Power,314.0,12.0,73
0,Alex Palou,398.0,8.0,74
1,Alexander Rossi,337.0,11.0,74
2,Colton Herta,442.0,4.0,74
3,Conor Daly,203.0,20.0,74
4,Dalton Kellett,158.0,23.0,74
5,Ed Carpenter,116.0,25.0,74
6,Ed Jones,236.0,17.0,74
7,Felix Rosenqvist,235.0,18.0,74
8,Graham Rahal,440.0,5.0,74
9,Helio Castroneves,183.0,22.0,74
10,Jack Harvey,270.0,15.0,74
11,James Hinchcliffe,249.0,16.0,74
12,Jimmie Johnson,105.0,27.0,74
13,Josef Newgarden,493.0,3.0,74
14,Marcus Ericsson,349.0,10.0,74
15,Max Chilton,137.0,24.0,74
16,Patricio O'Ward,564.0,1.0,74
17,Pietro Fittipaldi,62.0,28.0,74
18,Rinus VeeKay,426.0,7.0,74
19,Romain Grosjean,192.0,21.0,74
20,Ryan Hunter-Reay,213.0,19.0,74
21,Scott Dixon,555.0,2.0,74
22,Scott McLaughlin,276.0,13.0,74
23,Sebastien Bourdais,272.0,14.0,74
24,Simon Pagenaud,436.0,6.0,74
25,Takuma Sato,334.0,12.0,74
26,Tony Kanaan,111.0,26.0,74
27,Will Power,353.0,9.0,74
0,Alex Palou,480.0,5.0,75
1,Alexander Rossi,276.0,14.0,75
2,Colton Herta,363.0,10.0,75
3,Conor Daly,191.0,21.0,75
4,Dalton Kellett,193.0,20.0,75
5,Ed Carpenter,121.0,25.0,75
6,Ed Jones,249.0,15.0,75
7,Felix Rosenqvist,203.0,19.0,75
8,Graham Rahal,472.0,6.0,75
9,Helio Castroneves,181.0,23.0,75
10,Jack Harvey,248.0,16.0,75
11,James Hinchcliffe,291.0,13.0,75
12,Jimmie Johnson,132.0,24.0,75
13,Josef Newgarden,507.0,2.0,75
14,Marcus Ericsson,320.0,12.0,75
15,Max Chilton,113.0,26.0,75
16,Patricio O'Ward,504.0,4.0,75
17,Pietro Fittipaldi,45.0,28.0,75
18,Rinus VeeKay,384.0,7.0,75
19,Romain Grosjean,187.0,22.0,75
20,Ryan Hunter-Reay,212.0,18.0,75
21,Scott Dixon,531.0,1.0,75
22,Scott McLaughlin,339.0,11.0,75
23,Sebastien Bourdais,241.0,17.0,75
24,Simon Pagenaud,505.0,3.0,75
25,Takuma Sato,384.0,8.0,75
26,Tony Kanaan,89.0,27.0,75
27,Will Power,384.0,9.0,75
0,Alex Palou,397.0,7.0,76
1,Alexander Rossi,256.0,16.0,76
2,Colton Herta,404.0,6.0,76
3,Conor Daly,242.0,18.0,76
4,Dalton Kellett,192.0,22.0,76
5,Ed Carpenter,113.0,26.0,76
6,Ed Jones,228.0,21.0,76
7,Felix Rosenqvist,258.0,15.0,76
8,Graham Rahal,361.0,9.0,76
9,Helio Castroneves,232.0,19.0,76
10,Jack Harvey,272.0,14.0,76
11,James Hinchcliffe,167.0,23.0,76
12,Jimmie Johnson,119.0,25.0,76
13,Josef Newgarden,437.0,4.0,76
14,Marcus Ericsson,361.0,10.0,76
15,Max Chilton,152.0,24.0,76
16,Patricio O'Ward,485.0,3.0,76
17,Pietro Fittipaldi,42.0,28.0,76
18,Rinus VeeKay,409.0,5.0,76
19,Romain Grosjean,229.0,20.0,76
20,Ryan Hunter-Reay,336.0,11.0,76
21,Scott Dixon,580.0,1.0,76
22,Scott McLaughlin,286.0,13.0,76
23,Sebastien Bourdais,250.0,17.0,76
24,Simon Pagenaud,554.0,2.0,76
25,Takuma Sato,318.0,12.0,76
26,Tony Kanaan,96.0,27.0,76
27,Will Power,369.0,8.0,76
0,Alex Palou,443.0,5.0,77
1,Alexander Rossi,295.0,13.0,77
2,Colton Herta,357.0,9.0,77
3,Conor Daly,211.0,20.0,77
4,Dalton Kellett,169.0,22.0,77
5,Ed Carpenter,109.0,26.0,77
6,Ed Jones,239.0,19.0,77
7,Felix Rosenqvist,278.0,15.0,77
8,Graham Rahal,366.0,8.0,77
9,Helio Castroneves,166.0,23.0,77
10,Jack Harvey,275.0,16.0,77
11,James Hinchcliffe,209.0,21.0,77
12,Jimmie Johnson,117.0,25.0,77
13,Josef Newgarden,514.0,2.0,77
14,Marcus Ericsson,389.0,7.0,77
15,Max Chilton,155.0,24.0,77
16,Patricio O'Ward,421.0,6.0,77
17,Pietro Fittipaldi,43.0,28.0,77
18,Rinus VeeKay,484.0,4.0,77
19,Romain Grosjean,251.0,17.0,77
20,Ryan Hunter-Reay,248.0,18.0,77
21,Scott Dixon,511.0,3.0,77
22,Scott McLaughlin,286.0,14.0,77
23,Sebastien Bourdais,297.0,12.0,77
24,Simon Pagenaud,534.0,1.0,77
25,Takuma Sato,342.0,10.0,77
26,Tony Kanaan,98.0,27.0,77
27,Will Power,338.0,11.0,77
0,Alex Palou,440.0,6.0,78
1,Alexander Rossi,341.0,11.0,78
2,Colton Herta,289.0,14.0,78
3,Conor Daly,175.0,23.0,78
4,Dalton Kellett,228.0,20.0,78
5,Ed Carpenter,117.0,24.0,78
6,Ed Jones,194.0,22.0,78
7,Felix Rosenqvist,251.0,17.0,78
8,Graham Rahal,464.0,4.0,78
9,Helio Castroneves,233.0,19.0,78
10,Jack Harvey,274.0,15.0,78
11,James Hinchcliffe,211.0,21.0,78
12,Jimmie Johnson,90.0,27.0,78
13,Josef Newgarden,455.0,5.0,78
14,Marcus Ericsson,342.0,10.0,78
15,Max Chilton,110.0,25.0,78
16,Patricio O'Ward,531.0,1.0,78
17,Pietro Fittipaldi,54.0,28.0,78
18,Rinus VeeKay,380.0,7.0,78
19,Romain Grosjean,265.0,16.0,78
20,Ryan Hunter-Reay,235.0,18.0,78
21,Scott Dixon,517.0,2.0,78
22,Scott McLaughlin,343.0,9.0,78
23,Sebastien Bourdais,308.0,13.0,78
24,Simon Pagenaud,511.0,3.0,78
25,Takuma Sato,372.0,8.0,78
26,Tony Kanaan,93.0,26.0,78
27,Will Power,322.0,12.0,78
0,Alex Palou,443.0,6.0,79
1,Alexander Rossi,337.0,10.0,79
2,Colton Herta,346.0,8.0,79
3,Conor Daly,208.0,20.0,79
4,Dalton Kellett,129.0,25.0,79
5,Ed Carpenter,118.0,26.0,79
6,Ed Jones,195.0,22.0,79
7,Felix Rosenqvist,227.0,16.0,79
8,Graham Rahal,339.0,9.0,79
9,Helio Castroneves,197.0,21.0,79
10,Jack Harvey,298.0,13.0,79
11,James Hinchcliffe,221.0,17.0,79
12,Jimmie Johnson,148.0,23.0,79
13,Josef Newgarden,468.0,4.0,79
14,Marcus Ericsson,420.0,7.0,79
15,Max Chilton,140.0,24.0,79
16,Patricio O'Ward,559.0,2.0,79
17,Pietro Fittipaldi,42.0,28.0,79
18,Rinus VeeKay,462.0,5.0,79
19,Romain Grosjean,220.0,18.0,79
20,Ryan Hunter-Reay,237.0,15.0,79
21,Scott Dixon,583.0,1.0,79
22,Scott McLaughlin,298.0,14.0,79
23,Sebastien Bourdais,215.0,19.0,79
24,Simon Pagenaud,541.0,3.0,79
25,Takuma Sato,335.0,11.0,79
26,Tony Kanaan,107.0,27.0,79
27,Will Power,312.0,12.0,79
0,Alex Palou,457.0,5.0,80
1,Alexander Rossi,351.0,9.0,80
2,Colton Herta,342.0,11.0,80
3,Conor Daly,222.0,21.0,80
4,Dalton Kellett,186.0,22.0,80
5,Ed Carpenter,109.0,25.0,80
6,Ed Jones,229.0,20.0,80
7,Felix Rosenqvist,298.0,13.0,80
8,Graham Rahal,407.0,7.0,80
9,Helio Castroneves,164.0,23.0,80
10,Jack Harvey,266.0,16.0,80
11,James Hinchcliffe,230.0,19.0,80
12,Jimmie Johnson,95.0,27.0,80
13,Josef Newgarden,488.0,3.0,80
14,Marcus Ericsson,345.0,10.0,80
15,Max Chilton,148.0,24.0,80
16,Patricio O'Ward,509.0,2.0,80
17,Pietro Fittipaldi,50.0,28.0,80
18,Rinus VeeKay,429.0,6.0,80
19,Romain Grosjean,251.0,18.0,80
20,Ryan Hunter-Reay,314.0,12.0,80
21,Scott Dixon,526.0,1.0,80
22,Scott McLaughlin,279.0,14.0,80
23,Sebastien Bourdais,258.0,17.0,80
24,Simon Pagenaud,461.0,4.0,80
25,Takuma Sato,359.0,8.0,80
26,Tony Kanaan,98.0,26.0,80
27,Will Power,274.0,15.0,80
0,Alex Palou,359.0,9.0,81
1,Alexander Rossi,306.0,12.0,81
2,Colton Herta,328.0,11.0,81
3,Conor Daly,210.0,20.0,81
4,Dalton Kellett,150.0,23.0,81
5,Ed Carpenter,123.0,25.0,81
6,Ed Jones,237.0,18.0,81
7,Felix Rosenqvist,253.0,17.0,81
8,Graham Rahal,391.0,7.0,81
9,Helio Castroneves,231.0,19.0,81
10,Jack Harvey,280.0,13.0,81
11,James Hinchcliffe,210.0,21.0,81
12,Jimmie Johnson,137.0,24.0,81
13,Josef Newgarden,533.0,2.0,81
14,Marcus Ericsson,459.0,4.0,81
15,Max Chilton,123.0,26.0,81
16,Patricio O'Ward,453.0,5.0,81
17,Pietro Fittipaldi,47.0,28.0,81
18,Rinus VeeKay,490.0,3.0,81
19,Romain Grosjean,188.0,22.0,81
20,Ryan Hunter-Reay,258.0,16.0,81
21,Scott Dixon,569.0,1.0,81
22,Scott McLaughlin,278.0,14.0,81
23,Sebastien Bourdais,275.0,15.0,81
24,Simon Pagenaud,452.0,6.0,81
25,Takuma Sato,352.0,10.0,81
26,Tony Kanaan,91.0,27.0,81
27,Will Power,362.0,8.0,81
0,Alex Palou,440.0,5.0,82
1,Alexander Rossi,379.0,10.0,82
2,Colton Herta,410.0,6.0,82
3,Conor Daly,241.0,17.0,82
4,Dalton Kellett,227.0,19.0,82
5,Ed Carpenter,110.0,26.0,82
6,Ed Jones,203.0,21.0,82
7,Felix Rosenqvist,224.0,20.0,82
8,Graham Rahal,468.0,4.0,82
9,Helio Castroneves,164.0,22.0,82
10,Jack Harvey,276.0,14.0,82
11,James Hinchcliffe,234.0,18.0,82
12,Jimmie Johnson,111.0,25.0,82
13,Josef Newgarden,515.0,2.0,82
14,Marcus Ericsson,389.0,9.0,82
15,Max Chilton,143.0,24.0,82
16,Patricio O'Ward,392.0,8.0,82
17,Pietro Fittipaldi,42.0,28.0,82
18,Rinus VeeKay,398.0,7.0,82
19,Romain Grosjean,163.0,23.0,82
20,Ryan Hunter-Reay,328.0,11.0,82
21,Scott Dixon,537.0,1.0,82
22,Scott McLaughlin,298.0,13.0,82
23,Sebastien Bourdais,274.0,15.0,82
24,Simon Pagenaud,512.0,3.0,82
25,Takuma Sato,313.0,12.0,82
26,Tony Kanaan,93.0,27.0,82
27,Will Power,261.0,16.0,82
0,Alex Palou,442.0,6.0,83
1,Alexander Rossi,354.0,9.0,83
2,Colton Herta,316.0,11.0,83
3,Conor Daly,190.0,22.0,83
4,Dalton Kellett,170.0,23.0,83
5,Ed Carpenter,114.0,26.0,83
6,Ed Jones,245.0,17.0,83
7,Felix Rosenqvist,201.0,19.0,83
8,Graham Rahal,484.0,5.0,83
9,Helio Castroneves,201.0,20.0,83
10,Jack Harvey,274.0,15.0,83
11,James Hinchcliffe,210.0,18.0,83
12,Jimmie Johnson,127.0,24.0,83
13,Josef Newgarden,518.0,3.0,83
14,Marcus Ericsson,393.0,7.0,83
15,Max Chilton,126.0,25.0,83
16,Patricio O'Ward,500.0,4.0,83
17,Pietro Fittipaldi,42.0,28.0,83
18,Rinus VeeKay,379.0,8.0,83
19,Romain Grosjean,191.0,21.0,83
20,Ryan Hunter-Reay,285.0,13.0,83
21,Scott Dixon,530.0,2.0,83
22,Scott McLaughlin,270.0,16.0,83
23,Sebastien Bourdais,282.0,14.0,83
24,Simon Pagenaud,567.0,1.0,83
25,Takuma Sato,345.0,10.0,83
26,Tony Kanaan,90.0,27.0,83
27,Will Power,299.0,12.0,83
0,Alex Palou,415.0,6.0,84
1,Alexander Rossi,342.0,9.0,84
2,Colton Herta,326.0,11.0,84
3,Conor Daly,227.0,20.0,84
4,Dalton Kellett,152.0,23.0,84
5,Ed Carpenter,107.0,26.0,84
6,Ed Jones,324.0,12.0,84
7,Felix Rosenqvist,283.0,16.0,84
8,Graham Rahal,447.0,5.0,84
9,Helio Castroneves,193.0,22.0,84
10,Jack Harvey,279.0,17.0,84
11,James Hinchcliffe,238.0,19.0,84
12,Jimmie Johnson,111.0,25.0,84
13,Josef Newgarden,462.0,4.0,84
14,Marcus Ericsson,384.0,8.0,84
15,Max Chilton,119.0,24.0,84
16,Patricio O'Ward,465.0,3.0,84
17,Pietro Fittipaldi,44.0,28.0,84
18,Rinus VeeKay,397.0,7.0,84
19,Romain Grosjean,219.0,21.0,84
20,Ryan Hunter-Reay,252.0,18.0,84
21,Scott Dixon,516.0,1.0,84
22,Scott McLaughlin,313.0,13.0,84
23,Sebastien Bourdais,313.0,14.0,84
24,Simon Pagenaud,499.0,2.0,84
25,Takuma Sato,338.0,10.0,84
26,Tony Kanaan,94.0,27.0,84
27,Will Power,286.0,15.0,84
0,Alex Palou,461.0,4.0,85
1,Alexander Rossi,425.0,6.0,85
2,Colton Herta,357.0,10.0,85
3,Conor Daly,264.0,15.0,85
4,Dalton Kellett,173.0,23.0,85
5,Ed Carpenter,106.0,26.0,85
6,Ed Jones,255.0,16.0,85
7,Felix Rosenqvist,253.0,17.0,85
8,Graham Rahal,342.0,11.0,85
9,Helio Castroneves,202.0,20.0,85
10,Jack Harvey,245.0,18.0,85
11,James Hinchcliffe,223.0,19.0,85
12,Jimmie Johnson,111.0,25.0,85
13,Josef Newgarden,512.0,1.0,85
14,Marcus Ericsson,395.0,7.0,85
15,Max Chilton,118.0,24.0,85
16,Patricio O'Ward,375.0,8.0,85
17,Pietro Fittipaldi,53.0,28.0,85
18,Rinus VeeKay,468.0,3.0,85
19,Romain Grosjean,193.0,22.0,85
20,Ryan Hunter-Reay,198.0,21.0,85
21,Scott Dixon,512.0,2.0,85
22,Scott McLaughlin,341.0,12.0,85
23,Sebastien Bourdais,322.0,14.0,85
24,Simon Pagenaud,453.0,5.0,85
25,Takuma Sato,340.0,13.0,85
26,Tony Kanaan,90.0,27.0,85
27,Will Power,358.0,9.0,85
0,Alex Palou,414.0,5.0,86
1,Alexander Rossi,276.0,14.0,86
2,Colton Herta,301.0,12.0,86
3,Conor Daly,206.0,21.0,86
4,Dalton Kellett,148.0,25.0,86
5,Ed Carpenter,109.0,27.0,86
6,Ed Jones,205.0,22.0,86
7,Felix Rosenqvist,212.0,20.0,86
8,Graham Rahal,399.0,8.0,86
9,Helio Castroneves,214.0,19.0,86
10,Jack Harvey,251.0,17.0,86
11,James Hinchcliffe,261.0,16.0,86
12,Jimmie Johnson,190.0,23.0,86
13,Josef Newgarden,478.0,3.0,86
14,Marcus Ericsson,411.0,6.0,86
15,Max Chilton,172.0,24.0,86
16,Patricio O'Ward,470.0,4.0,86
17,Pietro Fittipaldi,46.0,28.0,86
18,Rinus VeeKay,406.0,7.0,86
19,Romain Grosjean,219.0,18.0,86
20,Ryan Hunter-Reay,283.0,13.0,86
21,Scott Dixon,530.0,2.0,86
22,Scott McLaughlin,273.0,15.0,86
23,Sebastien Bourdais,327.0,11.0,86
24,Simon Pagenaud,534.0,1.0,86
25,Takuma Sato,365.0,9.0,86
26,Tony Kanaan,111.0,26.0,86
27,Will Power,334.0,10.0,86
0,Alex Palou,410.0,7.0,87
1,Alexander Rossi,356.0,10.0,87
2,Colton Herta,297.0,12.0,87
3,Conor Daly,206.0,20.0,87
4,Dalton Kellett,137.0,24.0,87
5,Ed Carpenter,114.0,26.0,87
6,Ed Jones,230.0,17.0,87
7,Felix Rosenqvist,217.0,19.0,87
8,Graham Rahal,380.0,9.0,87
9,Helio Castroneves,170.0,22.0,87
10,Jack Harvey,275.0,16.0,87
11,James Hinchcliffe,199.0,21.0,87
12,Jimmie Johnson,126.0,25.0,87
13,Josef Newgarden,547.0,2.0,87
14,Marcus Ericsson,436.0,5.0,87
15,Max Chilton,152.0,23.0,87
16,Patricio O'Ward,497.0,4.0,87
17,Pietro Fittipaldi,42.0,28.0,87
18,Rinus VeeKay,382.0,8.0,87
19,Romain Grosjean,229.0,18.0,87
20,Ryan Hunter-Reay,280.0,15.0,87
21,Scott Dixon,562.0,1.0,87
22,Scott McLaughlin,303.0,11.0,87
23,Sebastien Bourdais,281.0,14.0,87
24,Simon Pagenaud,514.0,3.0,87
25,Takuma Sato,419.0,6.0,87
26,Tony Kanaan,93.0,27.0,87
27,Will Power,291.0,13.0,87
0,Alex Palou,426.0,6.0,88
1,Alexander Rossi,331.0,12.0,88
2,Colton Herta,318.0,13.0,88
3,Conor Daly,266.0,14.0,88
4,Dalton Kellett,131.0,24.0,88
5,Ed Carpenter,118.0,26.0,88
6,Ed Jones,182.0,22.0,88
7,Felix Rosenqvist,207.0,20.0,88
8,Graham Rahal,433.0,5.0,88
9,Helio Castroneves,162.0,23.0,88
10,Jack Harvey,401.0,8.0,88
11,James Hinchcliffe,230.0,18.0,88
12,Jimmie Johnson,192.0,21.0,88
13,Josef Newgarden,518.0,2.0,88
14,Marcus Ericsson,378.0,10.0,88
15,Max Chilton,121.0,25.0,88
16,Patricio O'Ward,465.0,4.0,88
17,Pietro Fittipaldi,43.0,28.0,88
18,Rinus VeeKay,422.0,7.0,88
19,Romain Grosjean,219.0,19.0,88
20,Ryan Hunter-Reay,232.0,17.0,88
21,Scott Dixon,528.0,1.0,88
22,Scott McLaughlin,262.0,15.0,88
23,Sebastien Bourdais,255.0,16.0,88
24,Simon Pagenaud,474.0,3.0,88
25,Takuma Sato,354.0,11.0,88
26,Tony Kanaan,91.0,27.0,88
27,Will Power,386.0,9.0,88
0,Alex Palou,408.0,6.0,89
1,Alexander Rossi,297.0,12.0,89
2,Colton Herta,370.0,9.0,89
3,Conor Daly,229.0,20.0,89
4,Dalton Kellett,205.0,21.0,89
5,Ed Carpenter,113.0,26.0,89
6,Ed Jones,233.0,17.0,89
7,Felix Rosenqvist,257.0,15.0,89
8,Graham Rahal,373.0,8.0,89
9,Helio Castroneves,187.0,23.0,89
10,Jack Harvey,289.0,14.0,89
11,James Hinchcliffe,233.0,18.0,89
12,Jimmie Johnson,122.0,25.0,89
13,Josef Newgarden,463.0,4.0,89
14,Marcus Ericsson,379.0,7.0,89
15,Max Chilton,129.0,24.0,89
16,Patricio O'Ward,546.0,2.0,89
17,Pietro Fittipaldi,45.0,28.0,89
18,Rinus VeeKay,455.0,5.0,89
19,Romain Grosjean,198.0,22.0,89
20,Ryan Hunter-Reay,230.0,19.0,89
21,Scott Dixon,600.0,1.0,89
22,Scott McLaughlin,292.0,13.0,89
23,Sebastien Bourdais,256.0,16.0,89
24,Simon Pagenaud,477.0,3.0,89
25,Takuma Sato,341.0,10.0,89
26,Tony Kanaan,97.0,27.0,89
27,Will Power,321.0,11.0,89
0,Alex Palou,430.0,4.0,90
1,Alexander Rossi,387.0,9.0,90
2,Colton Herta,398.0,7.0,90
3,Conor Daly,249.0,16.0,90
4,Dalton Kellett,164.0,24.0,90
5,Ed Carpenter,115.0,26.0,90
6,Ed Jones,180.0,23.0,90
7,Felix Rosenqvist,205.0,20.0,90
8,Graham Rahal,358.0,10.0,90
9,Helio Castroneves,223.0,18.0,90
10,Jack Harvey,239.0,17.0,90
11,James Hinchcliffe,214.0,19.0,90
12,Jimmie Johnson,120.0,25.0,90
13,Josef Newgarden,512.0,2.0,90
14,Marcus Ericsson,355.0,11.0,90
15,Max Chilton,181.0,22.0,90
16,Patricio O'Ward,467.0,3.0,90
17,Pietro Fittipaldi,41.0,28.0,90
18,Rinus VeeKay,417.0,6.0,90
19,Romain Grosjean,184.0,21.0,90
20,Ryan Hunter-Reay,290.0,14.0,90
21,Scott Dixon,584.0,1.0,90
22,Scott McLaughlin,319.0,13.0,90
23,Sebastien Bourdais,253.0,15.0,90
24,Simon Pagenaud,429.0,5.0,90
25,Takuma Sato,346.0,12.0,90
26,Tony Kanaan,90.0,27.0,90
27,Will Power,395.0,8.0,90
0,Alex Palou,441.0,6.0,91
1,Alexander Rossi,340.0,11.0,91
2,Colton Herta,340.0,12.0,91
3,Conor Daly,219.0,18.0,91
4,Dalton Kellett,160.0,25.0,91
5,Ed Carpenter,113.0,26.0,91
6,Ed Jones,201.0,20.0,91
7,Felix Rosenqvist,237.0,17.0,91
8,Graham Rahal,425.0,7.0,91
9,Helio Castroneves,206.0,19.0,91
10,Jack Harvey,258.0,16.0,91
11,James Hinchcliffe,188.0,23.0,91
12,Jimmie Johnson,199.0,21.0,91
13,Josef Newgarden,464.0,4.0,91
14,Marcus Ericsson,361.0,8.0,91
15,Max Chilton,194.0,22.0,91
16,Patricio O'Ward,475.0,3.0,91
17,Pietro Fittipaldi,42.0,28.0,91
18,Rinus VeeKay,454.0,5.0,91
19,Romain Grosjean,184.0,24.0,91
20,Ryan Hunter-Reay,347.0,9.0,91
21,Scott Dixon,489.0,1.0,91
22,Scott McLaughlin,318.0,13.0,91
23,Sebastien Bourdais,271.0,15.0,91
24,Simon Pagenaud,479.0,2.0,91
25,Takuma Sato,345.0,10.0,91
26,Tony Kanaan,97.0,27.0,91
27,Will Power,298.0,14.0,91
0,Alex Palou,404.0,7.0,92
1,Alexander Rossi,286.0,13.0,92
2,Colton Herta,355.0,10.0,92
3,Conor Daly,216.0,20.0,92
4,Dalton Kellett,171.0,23.0,92
5,Ed Carpenter,117.0,25.0,92
6,Ed Jones,257.0,17.0,92
7,Felix Rosenqvist,270.0,15.0,92
8,Graham Rahal,412.0,6.0,92
9,Helio Castroneves,189.0,22.0,92
10,Jack Harvey,278.0,14.0,92
11,James Hinchcliffe,238.0,18.0,92
12,Jimmie Johnson,114.0,26.0,92
13,Josef Newgarden,461.0,3.0,92
14,Marcus Ericsson,418.0,5.0,92
15,Max Chilton,145.0,24.0,92
16,Patricio O'Ward,398.0,8.0,92
