driver,date,year,EloRating
A.J. Foyt IV,2008-08-31,2008,1468.27491686955
Alex Tagliani,2008-08-31,2008,1486.09223771261
Bruno Junqueira,2008-08-31,2008,1469.22997940229
Buddy Rice,2008-08-31,2008,1533.05718267931
Dan Wheldon,2008-08-31,2008,1633.23875447265
Danica Patrick,2008-08-31,2008,1572.3580669629
Darren Manning,2008-08-31,2008,1517.02568180218
E.J. Viso,2008-08-31,2008,1525.5314772658
Ed Carpenter,2008-08-31,2008,1535.62454132956
Graham Rahal,2008-08-31,2008,1448.00092382855
Helio Castroneves,2008-08-31,2008,1716.36475038849
Hideki Mutoh,2008-08-31,2008,1538.39075746563
Jaime Camara,2008-08-31,2008,1365.51358562652
Justin Wilson,2008-08-31,2008,1492.56183439669
Marco Andretti,2008-08-31,2008,1484.34108012087
Mario Moraes,2008-08-31,2008,1455.45646327154
Marty Roth,2008-08-31,2008,1277.93614170901
Milka Duno,2008-08-31,2008,1403.44536891172
Oriol Servia,2008-08-31,2008,1566.61547296998
Ryan Briscoe,2008-08-31,2008,1554.5421147152
Ryan Hunter-Reay,2008-08-31,2008,1561.28448107773
Scott Dixon,2008-08-31,2008,1685.15782148359
Tomas Scheckter,2008-08-31,2008,1390.02670385255
Tony Kanaan,2008-08-31,2008,1660.33415056856
Vitor Meira,2008-08-31,2008,1529.39754291491
Will Power,2008-08-31,2008,1435.55425699667
A.J. Foyt IV,2008-09-07,2008,1475.89105536572
Alex Tagliani,2008-09-07,2008,1495.55921953263
Bruno Junqueira,2008-09-07,2008,1461.66219859084
Buddy Rice,2008-09-07,2008,1508.37489465064
Dan Wheldon,2008-09-07,2008,1643.95250699408
Danica Patrick,2008-09-07,2008,1574.45606344757
Darren Manning,2008-09-07,2008,1539.4326722697
E.J. Viso,2008-09-07,2008,1510.78464973283
Ed Carpenter,2008-09-07,2008,1501.73935707086
Franck Perera,2008-09-07,2008,1495.77515470741
Graham Rahal,2008-09-07,2008,1439.74803880691
Helio Castroneves,2008-09-07,2008,1744.29848889695
Hideki Mutoh,2008-09-07,2008,1518.10441745847
Jaime Camara,2008-09-07,2008,1366.50214195178
Justin Wilson,2008-09-07,2008,1505.44255654855
Marco Andretti,2008-09-07,2008,1494.98821748556
Mario Moraes,2008-09-07,2008,1447.23730252842
Marty Roth,2008-09-07,2008,1284.78263282415
Milka Duno,2008-09-07,2008,1412.12156011115
Oriol Servia,2008-09-07,2008,1558.841785994
Ryan Briscoe,2008-09-07,2008,1570.61175449884
Ryan Hunter-Reay,2008-09-07,2008,1574.15602207118
Sarah Fisher,2008-09-07,2008,1449.65589535418
Scott Dixon,2008-09-07,2008,1700.30098952925
Tomas Scheckter,2008-09-07,2008,1362.49035001169
Tony Kanaan,2008-09-07,2008,1673.08930949609
Vitor Meira,2008-09-07,2008,1494.10690574098
Will Power,2008-09-07,2008,1464.45105258155
Alex Tagliani,2009-04-05,2009,1498.06807647225
Dan Wheldon,2009-04-05,2009,1634.27387331647
Danica Patrick,2009-04-05,2009,1556.5728959772
Dario Franchitti,2009-04-05,2009,1515.4849033454
Darren Manning,2009-04-05,2009,1550.17598535849
E.J. Viso,2009-04-05,2009,1500.1177510498
Ed Carpenter,2009-04-05,2009,1489.77247842492
Graham Rahal,2009-04-05,2009,1446.6649611381
Hideki Mutoh,2009-04-05,2009,1512.54230848777
Justin Wilson,2009-04-05,2009,1521.58289929154
Marco Andretti,2009-04-05,2009,1495.02154066606
Mario Moraes,2009-04-05,2009,1429.58260694528
Mike Conway,2009-04-05,2009,1476.93524253615
Raphael Matos,2009-04-05,2009,1480.77392589188
Robert Doornbos,2009-04-05,2009,1504.35518995323
Ryan Briscoe,2009-04-05,2009,1590.86616644588
Ryan Hunter-Reay,2009-04-05,2009,1597.30184580829
Scott Dixon,2009-04-05,2009,1681.28151251919
Stanton Barrett,2009-04-05,2009,1503.58921764021
Tony Kanaan,2009-04-05,2009,1680.16207018645
Vitor Meira,2009-04-05,2009,1505.19372710915
Will Power,2009-04-05,2009,1477.84185722974
Alex Tagliani,2009-04-19,2009,1505.43755495965
Dan Wheldon,2009-04-19,2009,1648.91769340931
Danica Patrick,2009-04-19,2009,1579.046993235
Dario Franchitti,2009-04-19,2009,1537.4390091249
Darren Manning,2009-04-19,2009,1542.10654193489
E.J. Viso,2009-04-19,2009,1469.29099557077
Ed Carpenter,2009-04-19,2009,1480.95501796638
Graham Rahal,2009-04-19,2009,1447.51642216169
Helio Castroneves,2009-04-19,2009,1747.25118983344
Hideki Mutoh,2009-04-19,2009,1497.04379359404
Justin Wilson,2009-04-19,2009,1492.50173465802
Marco Andretti,2009-04-19,2009,1514.43822168224
Mario Moraes,2009-04-19,2009,1418.25599053007
Mike Conway,2009-04-19,2009,1459.1664314792
Raphael Matos,2009-04-19,2009,1488.73736558276
Robert Doornbos,2009-04-19,2009,1515.73800291825
Ryan Briscoe,2009-04-19,2009,1588.56266653378
Ryan Hunter-Reay,2009-04-19,2009,1599.40814657732
Scott Dixon,2009-04-19,2009,1665.14331778846
Stanton Barrett,2009-04-19,2009,1496.17439816874
Tony Kanaan,2009-04-19,2009,1697.83789104655
Vitor Meira,2009-04-19,2009,1504.47569923732
Will Power,2009-04-19,2009,1497.01444669763
Dan Wheldon,2009-04-26,2009,1649.11060903637
Danica Patrick,2009-04-26,2009,1589.61174336069
Dario Franchitti,2009-04-26,2009,1523.98889722344
E.J. Viso,2009-04-26,2009,1451.10855173433
Ed Carpenter,2009-04-26,2009,1491.50490681196
Graham Rahal,2009-04-26,2009,1454.27809707059
Helio Castroneves,2009-04-26,2009,1766.5397439084
Hideki Mutoh,2009-04-26,2009,1509.09974428638
Justin Wilson,2009-04-26,2009,1491.22462401575
Marco Andretti,2009-04-26,2009,1524.50837567262
Mario Moraes,2009-04-26,2009,1421.02684328666
Mike Conway,2009-04-26,2009,1445.5221935065
Milka Duno,2009-04-26,2009,1407.40463831277
Raphael Matos,2009-04-26,2009,1471.71004658136
Robert Doornbos,2009-04-26,2009,1509.1361655392
Ryan Briscoe,2009-04-26,2009,1602.67300832046
Ryan Hunter-Reay,2009-04-26,2009,1590.83576349832
Sarah Fisher,2009-04-26,2009,1450.00230779447
Scott Dixon,2009-04-26,2009,1682.19229307951
Stanton Barrett,2009-04-26,2009,1486.24729624365
Tony Kanaan,2009-04-26,2009,1711.55301486417
Vitor Meira,2009-04-26,2009,1480.39957241597
A.J. Foyt IV,2009-05-24,2009,1482.30908168437
Alex Lloyd,2009-05-24,2009,1492.7004103952
Alex Tagliani,2009-05-24,2009,1527.91620382023
Dan Wheldon,2009-05-24,2009,1680.3700854879
Danica Patrick,2009-05-24,2009,1621.54769637273
Dario Franchitti,2009-05-24,2009,1540.39541777008
Davey Hamilton,2009-05-24,2009,1481.58848553071
E.J. Viso,2009-05-24,2009,1443.85346805711
Ed Carpenter,2009-05-24,2009,1518.15133256717
Graham Rahal,2009-05-24,2009,1413.7883110853
Helio Castroneves,2009-05-24,2009,1782.14996212761
Hideki Mutoh,2009-05-24,2009,1528.07587688164
John Andretti,2009-05-24,2009,1482.67167558849
Justin Wilson,2009-05-24,2009,1479.04190186608
Marco Andretti,2009-05-24,2009,1487.09380593993
Mario Moraes,2009-05-24,2009,1380.2570774757
Mike Conway,2009-05-24,2009,1452.58798391388
Milka Duno,2009-05-24,2009,1411.67182212116
Nelson Philippe,2009-05-24,2009,1469.16153415865
Oriol Servia,2009-05-24,2009,1538.1630562106
Paul Tracy,2009-05-24,2009,1542.9636308255
Raphael Matos,2009-05-24,2009,1462.3403729173
Robert Doornbos,2009-05-24,2009,1485.94207876685
Ryan Briscoe,2009-05-24,2009,1592.23993472642
Ryan Hunter-Reay,2009-05-24,2009,1552.93615440382
Sarah Fisher,2009-05-24,2009,1456.79531057097
Scott Dixon,2009-05-24,2009,1692.54736385965
Scott Sharp,2009-05-24,2009,1510.4404216521
Tomas Scheckter,2009-05-24,2009,1390.750613256
Tony Kanaan,2009-05-24,2009,1669.92087697168
Townsend Bell,2009-05-24,2009,1534.17854098677
Vitor Meira,2009-05-24,2009,1471.6540813265
Will Power,2009-05-24,2009,1526.99624078127
Dan Wheldon,2009-05-31,2009,1678.76533322252
Danica Patrick,2009-05-31,2009,1631.17059130546
Dario Franchitti,2009-05-31,2009,1558.95781166466
E.J. Viso,2009-05-31,2009,1432.91181541714
Ed Carpenter,2009-05-31,2009,1508.91947274499
Graham Rahal,2009-05-31,2009,1430.02487347778
Helio Castroneves,2009-05-31,2009,1776.21953406757
Hideki Mutoh,2009-05-31,2009,1533.21592182103
Justin Wilson,2009-05-31,2009,1473.54901258716
Marco Andretti,2009-05-31,2009,1500.74640587517
Mario Moraes,2009-05-31,2009,1386.78472780206
Mike Conway,2009-05-31,2009,1434.02920261964
Paul Tracy,2009-05-31,2009,1529.97946757029
Raphael Matos,2009-05-31,2009,1478.36709720495
Robert Doornbos,2009-05-31,2009,1482.21046035048
Ryan Briscoe,2009-05-31,2009,1605.75899628783
Ryan Hunter-Reay,2009-05-31,2009,1552.18762466653
Scott Dixon,2009-05-31,2009,1708.11503484152
Stanton Barrett,2009-05-31,2009,1466.548320863
Tomas Scheckter,2009-05-31,2009,1393.10423104582
Tony Kanaan,2009-05-31,2009,1641.6353060804
A.J. Foyt IV,2009-06-06,2009,1468.2617561756
Alex Tagliani,2009-06-06,2009,1525.69376609205
Dan Wheldon,2009-06-06,2009,1683.39672656785
Danica Patrick,2009-06-06,2009,1638.2696230372
Dario Franchitti,2009-06-06,2009,1567.95816325668
E.J. Viso,2009-06-06,2009,1411.32991969761
Ed Carpenter,2009-06-06,2009,1520.39141622311
Graham Rahal,2009-06-06,2009,1411.83634095279
Helio Castroneves,2009-06-06,2009,1790.73512654761
Hideki Mutoh,2009-06-06,2009,1512.19993937505
Jaques Lazier,2009-06-06,2009,1490.34556021066
Justin Wilson,2009-06-06,2009,1472.63524468937
Marco Andretti,2009-06-06,2009,1521.0478120394
Mario Moraes,2009-06-06,2009,1395.18868084978
Mike Conway,2009-06-06,2009,1423.9008437279
Milka Duno,2009-06-06,2009,1392.68115015995
Raphael Matos,2009-06-06,2009,1483.8051380348
Robert Doornbos,2009-06-06,2009,1488.19765968151
Ryan Briscoe,2009-06-06,2009,1622.1910783604
Ryan Hunter-Reay,2009-06-06,2009,1546.43598515165
Sarah Fisher,2009-06-06,2009,1449.05173655894
Scott Dixon,2009-06-06,2009,1720.33297280885
Tomas Scheckter,2009-06-06,2009,1399.28352593528
Tony Kanaan,2009-06-06,2009,1650.19570514537
Dan Wheldon,2009-06-21,2009,1692.68585772095
Danica Patrick,2009-06-21,2009,1635.20891205138
Dario Franchitti,2009-06-21,2009,1587.04788768958
E.J. Viso,2009-06-21,2009,1394.0608191575
Ed Carpenter,2009-06-21,2009,1524.1518285142
Graham Rahal,2009-06-21,2009,1415.73530628243
Helio Castroneves,2009-06-21,2009,1785.99728951991
Hideki Mutoh,2009-06-21,2009,1532.85371442898
Jaques Lazier,2009-06-21,2009,1488.4901288807
Justin Wilson,2009-06-21,2009,1458.31355856115
Marco Andretti,2009-06-21,2009,1516.84760193168
Mario Moraes,2009-06-21,2009,1386.02743236438
Mike Conway,2009-06-21,2009,1436.46901532939
Raphael Matos,2009-06-21,2009,1473.84669495878
Robert Doornbos,2009-06-21,2009,1479.78322907249
Ryan Briscoe,2009-06-21,2009,1635.78694664516
Ryan Hunter-Reay,2009-06-21,2009,1528.15864517643
Scott Dixon,2009-06-21,2009,1725.12101449168
Tomas Scheckter,2009-06-21,2009,1417.31064458025
Tony Kanaan,2009-06-21,2009,1635.78093493584
Dan Wheldon,2009-06-27,2009,1690.6594890677
Danica Patrick,2009-06-27,2009,1647.98117020895
Dario Franchitti,2009-06-27,2009,1600.21842116305
E.J. Viso,2009-06-27,2009,1393.1969244896
Ed Carpenter,2009-06-27,2009,1519.60026847661
Graham Rahal,2009-06-27,2009,1434.9810196565
Helio Castroneves,2009-06-27,2009,1758.7572639486
Hideki Mutoh,2009-06-27,2009,1548.26862054894
Jaques Lazier,2009-06-27,2009,1469.30959180935
Justin Wilson,2009-06-27,2009,1454.76868370393
Marco Andretti,2009-06-27,2009,1528.65207904664
Mario Moraes,2009-06-27,2009,1379.94213314921
Mike Conway,2009-06-27,2009,1422.24230557485
Raphael Matos,2009-06-27,2009,1479.98208796029
Robert Doornbos,2009-06-27,2009,1487.56196296149
Ryan Briscoe,2009-06-27,2009,1607.61950834104
Ryan Hunter-Reay,2009-06-27,2009,1519.66978736389
Scott Dixon,2009-06-27,2009,1738.06512779563
Tomas Scheckter,2009-06-27,2009,1421.15537586099
Tony Kanaan,2009-06-27,2009,1647.04564116561
Dan Wheldon,2009-07-05,2009,1688.70451369662
Danica Patrick,2009-07-05,2009,1641.84721261966
Dario Franchitti,2009-07-05,2009,1584.06033198825
E.J. Viso,2009-07-05,2009,1410.57241713447
Ed Carpenter,2009-07-05,2009,1511.35065526502
Graham Rahal,2009-07-05,2009,1436.13574844821
Helio Castroneves,2009-07-05,2009,1770.35543460474
Hideki Mutoh,2009-07-05,2009,1532.43478543629
Justin Wilson,2009-07-05,2009,1477.17892566814
Marco Andretti,2009-07-05,2009,1542.78253146293
Mario Moraes,2009-07-05,2009,1374.02956754521
Mike Conway,2009-07-05,2009,1436.34244573228
Milka Duno,2009-07-05,2009,1385.40443952235
Paul Tracy,2009-07-05,2009,1508.9215442343
Raphael Matos,2009-07-05,2009,1481.96300947696
Richard Antinucci,2009-07-05,2009,1484.27546484169
Robert Doornbos,2009-07-05,2009,1497.72582446589
Ryan Briscoe,2009-07-05,2009,1620.80043895721
Ryan Hunter-Reay,2009-07-05,2009,1497.65124782085
Scott Dixon,2009-07-05,2009,1747.77131272957
Tony Kanaan,2009-07-05,2009,1651.56526070215
Alex Tagliani,2009-07-12,2009,1528.9329638348
Dan Wheldon,2009-07-12,2009,1681.37629944226
Danica Patrick,2009-07-12,2009,1655.06830153086
Dario Franchitti,2009-07-12,2009,1601.78581666187
E.J. Viso,2009-07-12,2009,1415.29546678977
Ed Carpenter,2009-07-12,2009,1507.57215327749
Graham Rahal,2009-07-12,2009,1415.85541259591
Helio Castroneves,2009-07-12,2009,1748.46444201762
Hideki Mutoh,2009-07-12,2009,1535.8198753028
Justin Wilson,2009-07-12,2009,1492.23941085078
Marco Andretti,2009-07-12,2009,1556.03998324797
Mario Moraes,2009-07-12,2009,1384.73426591887
Mike Conway,2009-07-12,2009,1412.23934384657
Paul Tracy,2009-07-12,2009,1495.07281707947
Raphael Matos,2009-07-12,2009,1489.92647967838
Richard Antinucci,2009-07-12,2009,1468.10846000415
Robert Doornbos,2009-07-12,2009,1468.99438959176
Ryan Briscoe,2009-07-12,2009,1643.29754217927
Ryan Hunter-Reay,2009-07-12,2009,1513.69628084586
Scott Dixon,2009-07-12,2009,1758.10349808839
Tomas Scheckter,2009-07-12,2009,1416.73109835045
Tony Kanaan,2009-07-12,2009,1637.46423541733
Will Power,2009-07-12,2009,1543.4955190121
Alex Tagliani,2009-07-26,2009,1530.12035723021
Dan Wheldon,2009-07-26,2009,1671.28240284821
Danica Patrick,2009-07-26,2009,1655.77862017442
Dario Franchitti,2009-07-26,2009,1613.64266468174
E.J. Viso,2009-07-26,2009,1420.96241332096
Ed Carpenter,2009-07-26,2009,1502.87803451961
Graham Rahal,2009-07-26,2009,1428.38648503972
Helio Castroneves,2009-07-26,2009,1761.5512073673
Hideki Mutoh,2009-07-26,2009,1532.75282829517
Justin Wilson,2009-07-26,2009,1506.42492329125
Marco Andretti,2009-07-26,2009,1562.59940706198
Mario Moraes,2009-07-26,2009,1360.40144077612
Mike Conway,2009-07-26,2009,1397.8713027745
Paul Tracy,2009-07-26,2009,1512.41343026953
Raphael Matos,2009-07-26,2009,1475.12071009979
Richard Antinucci,2009-07-26,2009,1448.3879686868
Robert Doornbos,2009-07-26,2009,1481.35792826747
Ryan Briscoe,2009-07-26,2009,1653.09776533991
Ryan Hunter-Reay,2009-07-26,2009,1505.70695969206
Scott Dixon,2009-07-26,2009,1767.95714707807
Tomas Scheckter,2009-07-26,2009,1406.0785970852
Tony Kanaan,2009-07-26,2009,1612.80445336613
Will Power,2009-07-26,2009,1562.73700829857
Dan Wheldon,2009-08-01,2009,1665.7390259667
Danica Patrick,2009-08-01,2009,1656.58443210812
Dario Franchitti,2009-08-01,2009,1619.39857841171
E.J. Viso,2009-08-01,2009,1419.7358136777
Ed Carpenter,2009-08-01,2009,1529.72432319912
Graham Rahal,2009-08-01,2009,1451.7924241107
Helio Castroneves,2009-08-01,2009,1768.81174845463
Hideki Mutoh,2009-08-01,2009,1530.79923634397
Jaques Lazier,2009-08-01,2009,1447.51644318988
Justin Wilson,2009-08-01,2009,1483.12230312118
Marco Andretti,2009-08-01,2009,1563.22152881612
Mario Moraes,2009-08-01,2009,1353.77800968269
Mike Conway,2009-08-01,2009,1392.76237267592
Milka Duno,2009-08-01,2009,1373.09437289764
Raphael Matos,2009-08-01,2009,1468.88232801202
Robert Doornbos,2009-08-01,2009,1467.46255182767
Ryan Briscoe,2009-08-01,2009,1671.86556629715
Ryan Hunter-Reay,2009-08-01,2009,1504.82365465792
Sarah Fisher,2009-08-01,2009,1455.02535156014
Scott Dixon,2009-08-01,2009,1765.0062979558
Tomas Scheckter,2009-08-01,2009,1389.61690593592
Tony Kanaan,2009-08-01,2009,1632.71137251709
Will Power,2009-08-01,2009,1571.68342584904
Dan Wheldon,2009-08-09,2009,1652.31985983692
Danica Patrick,2009-08-09,2009,1634.64385393059
Dario Franchitti,2009-08-09,2009,1634.28479323716
E.J. Viso,2009-08-09,2009,1415.10270382806
Ed Carpenter,2009-08-09,2009,1518.84919838011
Graham Rahal,2009-08-09,2009,1458.57228584328
Helio Castroneves,2009-08-09,2009,1755.11485005657
Hideki Mutoh,2009-08-09,2009,1547.32934706465
Justin Wilson,2009-08-09,2009,1474.8303091308
Marco Andretti,2009-08-09,2009,1577.03637919802
Mike Conway,2009-08-09,2009,1377.83912874843
Milka Duno,2009-08-09,2009,1356.8591764184
Oriol Servia,2009-08-09,2009,1539.5722524172
Paul Tracy,2009-08-09,2009,1525.89772339539
Raphael Matos,2009-08-09,2009,1479.08408729405
Richard Antinucci,2009-08-09,2009,1436.93642701314
Robert Doornbos,2009-08-09,2009,1465.1022347989
Ryan Briscoe,2009-08-09,2009,1683.41717849509
Ryan Hunter-Reay,2009-08-09,2009,1521.52575541127
Scott Dixon,2009-08-09,2009,1779.23694925986
Tony Kanaan,2009-08-09,2009,1630.94789246021
Dan Wheldon,2009-08-23,2009,1650.61813741105
Danica Patrick,2009-08-23,2009,1622.5072097113
Dario Franchitti,2009-08-23,2009,1651.05724594499
E.J. Viso,2009-08-23,2009,1397.87336886092
Ed Carpenter,2009-08-23,2009,1526.07361731219
Franck Montagny,2009-08-23,2009,1499.01218961541
Graham Rahal,2009-08-23,2009,1437.0420446788
Helio Castroneves,2009-08-23,2009,1728.65141571907
Hideki Mutoh,2009-08-23,2009,1560.61119494113
Justin Wilson,2009-08-23,2009,1494.04455791345
Marco Andretti,2009-08-23,2009,1566.56647615076
Mario Moraes,2009-08-23,2009,1383.0494756977
Mike Conway,2009-08-23,2009,1408.45911389343
Milka Duno,2009-08-23,2009,1356.05621925157
Nelson Philippe,2009-08-23,2009,1446.20067607353
Oriol Servia,2009-08-23,2009,1558.98257916429
Raphael Matos,2009-08-23,2009,1492.33482724577
Richard Antinucci,2009-08-23,2009,1437.1463279411
Robert Doornbos,2009-08-23,2009,1476.53759914814
Ryan Briscoe,2009-08-23,2009,1697.54546523543
Ryan Hunter-Reay,2009-08-23,2009,1507.96312509058
Scott Dixon,2009-08-23,2009,1770.3672870811
Tony Kanaan,2009-08-23,2009,1635.35981123409
Will Power,2009-08-23,2009,1548.12345638513
Dan Wheldon,2009-08-29,2009,1621.71058106107
Danica Patrick,2009-08-29,2009,1621.08260528192
Dario Franchitti,2009-08-29,2009,1662.40118589452
E.J. Viso,2009-08-29,2009,1393.12799607607
Ed Carpenter,2009-08-29,2009,1543.05966203551
Graham Rahal,2009-08-29,2009,1453.46828195751
Helio Castroneves,2009-08-29,2009,1695.62848029654
Hideki Mutoh,2009-08-29,2009,1533.68025837245
Jaques Lazier,2009-08-29,2009,1437.1789977464
Justin Wilson,2009-08-29,2009,1502.79791562588
Marco Andretti,2009-08-29,2009,1564.88919762219
Mario Moraes,2009-08-29,2009,1409.57375229491
Mike Conway,2009-08-29,2009,1405.21109873053
Milka Duno,2009-08-29,2009,1343.46385896956
Oriol Servia,2009-08-29,2009,1571.01970229406
Raphael Matos,2009-08-29,2009,1504.56209099898
Robert Doornbos,2009-08-29,2009,1466.59290694285
Ryan Briscoe,2009-08-29,2009,1711.59901550598
Ryan Hunter-Reay,2009-08-29,2009,1503.56015443784
Sarah Fisher,2009-08-29,2009,1455.41784389652
Scott Dixon,2009-08-29,2009,1783.67775672006
Tomas Scheckter,2009-08-29,2009,1405.85873808616
Tony Kanaan,2009-08-29,2009,1624.29739152418
Dan Wheldon,2009-09-18,2009,1626.86557505821
Danica Patrick,2009-09-18,2009,1629.82802783773
Dario Franchitti,2009-09-18,2009,1678.55612751627
E.J. Viso,2009-09-18,2009,1393.51231509845
Ed Carpenter,2009-09-18,2009,1541.17518476626
Graham Rahal,2009-09-18,2009,1474.6154002196
Helio Castroneves,2009-09-18,2009,1698.09334907101
Hideki Mutoh,2009-09-18,2009,1531.98560154556
Justin Wilson,2009-09-18,2009,1504.92106986387
Kosuke Matsuura,2009-09-18,2009,1491.23499486178
Marco Andretti,2009-09-18,2009,1577.30185083725
Mario Moraes,2009-09-18,2009,1425.73301427105
Mike Conway,2009-09-18,2009,1387.17260009967
Oriol Servia,2009-09-18,2009,1586.97811129286
Raphael Matos,2009-09-18,2009,1515.30450100521
Robert Doornbos,2009-09-18,2009,1462.00244393667
Roger Yasukawa,2009-09-18,2009,1476.61325003642
Ryan Briscoe,2009-09-18,2009,1685.60184963575
Ryan Hunter-Reay,2009-09-18,2009,1484.88446578539
Scott Dixon,2009-09-18,2009,1795.33692789087
Stanton Barrett,2009-09-18,2009,1454.71665026268
Tomas Scheckter,2009-09-18,2009,1385.68106714957
Tony Kanaan,2009-09-18,2009,1627.63234864223
Alex Lloyd,2009-10-10,2009,1499.40496851368
Dan Wheldon,2009-10-10,2009,1601.43114903605
Danica Patrick,2009-10-10,2009,1605.71204006564
Dario Franchitti,2009-10-10,2009,1693.11937286209
E.J. Viso,2009-10-10,2009,1390.82533167573
Ed Carpenter,2009-10-10,2009,1535.95812622982
Graham Rahal,2009-10-10,2009,1476.06209288301
Helio Castroneves,2009-10-10,2009,1709.82177008395
Hideki Mutoh,2009-10-10,2009,1549.36001637719
Jaques Lazier,2009-10-10,2009,1417.13471115876
Justin Wilson,2009-10-10,2009,1512.55675110471
Marco Andretti,2009-10-10,2009,1548.76248097636
Mario Moraes,2009-10-10,2009,1444.26532819845
Mike Conway,2009-10-10,2009,1387.72960514743
Milka Duno,2009-10-10,2009,1341.01706769767
Raphael Matos,2009-10-10,2009,1511.44797828772
Robert Doornbos,2009-10-10,2009,1447.51981465797
Ryan Briscoe,2009-10-10,2009,1700.66961607211
