resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,totalEntrantPoints,totalDriverPoints,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,NTRank,NTLap,NTBestTime,Best_TSF_SPD,Best_S1,Best_I1,Best_L4,Best_L5,Best_L7,Best_L3,Best_S2A,Best_S2,Best_S2B,Best_T2_SPD,Best_S3A,Best_S3,Best_S3B,Best_S3C,Best_S3D,Best_S4,Best_I2,Best_T4_SPD,Best_S5A,Best_S5,Best_S5B,Best_S6,Best_S7A,Best_S7,Best_I3,Best_S7B,Best_T7_SPD,Best_S8,Best_L6,Best_PIC,Best_S9,Best_P1,Best_L2,Best_P2,TSF_SPD,S1,I1,L4,L5,L7,L3,S2A,S2,S2B,T2_SPD,S3A,S3,S3B,S3C,S3D,S4,I2,T4_SPD,S5A,S5,S5B,S6,S7A,S7,I3,S7B,T7_SPD,S8,L6,PIC,S9,P1,L2,P2,EntrantID,TeamID,DriverID,LastSpeed,time_stamp,Passed,Passes,BestSpeed,AverageSpeed,NTBestSpeed,T2,T4,T7,TSF
20,0,0,21,0.0000,0.0000,21,21,0.0000,0,2:19.0493,0,0.0000,Active,True,0,0,0,Warmup,3,Scott,McLaughlin,IndyCar,D/C/F,Rookie,Team Penske,163,163,"",0,0,0,A,0,0,-0.0001,99.511,4.6063,"","",23.5734,"",130.0980,6.0997,20.4578,14.3581,75.089,14.4182,34.1526,7.1810,7.6892,4.8642,18.4092,48.8441,60.504,9.5309,17.2788,7.7479,13.1561,8.7754,13.9867,23.5279,5.2113,79.070,3.4580,"","",6.0832,"","",8.9513,99.511,4.6063,"","",23.5734,"",130.0980,6.0997,20.4578,14.3581,75.089,14.4182,34.1526,7.1810,7.6892,4.8642,18.4092,48.8441,60.504,9.5309,17.2788,7.7479,13.1561,8.7754,13.9867,23.5279,5.2113,79.070,3.4580,"","",6.0832,"","",8.9513,2,12,2022,60.842,2021-06-13T16:47:47.561328Z,,,,,,,,,
21,0,0,22,0.0000,0.0000,22,22,0.0000,0,2:19.8920,0,0.0000,Active,True,0,0,0,Warmup,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,197,197,"",0,150,0,A,0,0,-0.0001,95.315,3.9902,"","",25.3415,"",132.0780,5.7640,20.0062,14.2422,58.245,12.6577,33.0852,7.5822,7.8251,5.0202,19.1227,48.7818,50.701,9.1000,16.8600,7.7600,12.7991,8.7169,14.2596,24.8699,5.5427,79.383,3.0860,"","",7.5243,"","",7.8136,95.315,3.9902,"","",25.3415,"",132.0780,5.7640,20.0062,14.2422,57.836,12.6577,33.0852,7.5822,7.8251,5.0202,19.1227,48.7818,50.701,9.1000,16.8600,7.7600,12.7991,8.7169,14.2596,24.8699,5.5427,79.383,3.0860,"","",7.5243,"","",7.8136,6,25,1087,60.475,2021-06-13T16:47:47.561328Z,,,,,,,,,
22,0,0,23,0.0000,0.0000,23,23,0.0000,0,2:21.9350,0,0.0000,Active,True,0,0,0,Warmup,7,Oliver,Askew,IndyCar,D/C/F,Veteran,Arrow McLaren SP,94,7,"",0,0,0,A,0,0,-0.0001,84.279,4.3979,"","",24.9752,"",134.0760,5.8551,"",16.8065,50.418,14.7107,35.8724,7.1599,8.9019,5.0999,17.1406,49.9108,63.200,10.1571,19.6689,9.5118,13.1013,7.6020,12.7742,23.3180,5.1722,77.356,3.3698,"","",7.1740,"","",7.8586,84.279,4.3979,"","",24.9752,"",134.0760,5.8551,"",16.8065,50.418,14.7107,35.8724,7.1599,8.9019,5.0999,17.1406,49.9108,63.200,10.1571,19.6689,9.5118,13.1013,7.6020,12.7742,23.3180,5.1722,77.356,3.3698,"","",7.1740,"","",7.8586,5,24,920,59.605,2021-06-13T16:47:47.561328Z,,,,,,,,,
23,0,0,24,0.0000,0.0000,24,24,0.0000,0,2:21.6706,0,0.0000,Active,True,0,0,0,Warmup,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,80,80,"",0,0,0,A,0,0,-0.0001,90.049,4.4265,"","",24.4151,"",133.3320,5.7507,"",16.2785,51.542,14.4518,35.9426,7.1551,9.0515,5.2842,17.2843,49.5352,60.141,9.7992,19.1313,9.3321,13.1196,8.0014,13.0108,23.4387,5.0094,91.532,3.2799,"","",7.1480,"","",8.3390,90.049,4.4265,"","",24.4151,"",133.3320,5.7507,"",16.2785,51.542,14.4518,35.9426,7.1551,9.0515,5.2842,17.2843,49.5352,60.141,9.7992,19.1313,9.3321,13.1196,8.0014,13.0108,23.4387,5.0094,91.532,3.2799,"","",7.1480,"","",8.3390,3,2,719,59.716,2021-06-13T16:47:47.561328Z,,,,,,,,,
24,0,0,25,0.0000,0.0000,25,25,0.0000,0,2:21.2797,0,0.0000,Active,True,0,0,0,Warmup,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,115,36,"",0,150,0,A,0,0,-0.0001,73.104,5.0347,"","",24.2406,"",133.4400,5.9974,"",16.2858,52.982,15.9379,37.2892,7.3887,8.6161,5.3465,16.1890,48.0829,56.154,9.6832,18.4836,8.8004,13.4103,8.7181,13.7780,23.8272,5.0599,87.897,2.9285,"","",7.1207,"","",7.8398,73.104,5.0347,"","",24.2406,"",133.4400,5.9974,"",16.2858,52.982,15.9379,37.2892,7.3887,8.6161,5.3465,16.1890,48.0829,56.154,9.6832,18.4836,8.8004,13.4103,8.7181,13.7780,23.8272,5.0599,87.897,2.9285,"","",7.1207,"","",7.8398,21,25,2031,59.881,2021-06-13T16:47:47.561328Z,,,,,,,,,
0,0,0,1,0.0000,0.0000,1,1,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,255,255,"",0,0,0,P,0,0,-0.0001,70.412,5.1066,55.2921,"",22.9512,"",130.2030,7.0365,18.5308,11.4943,89.267,10.0568,31.6547,6.8311,8.7825,5.9843,13.2956,46.0479,112.331,8.8939,18.5824,9.6206,14.1699,8.0320,13.8745,24.9744,5.8425,83.607,3.1314,"","",7.9685,"","","",70.412,5.1066,55.2921,"",22.9512,"",130.2030,7.0365,18.5308,11.4943,89.267,10.0568,31.6547,6.8311,8.7825,5.9843,13.2956,46.0479,112.331,8.9618,18.5824,9.6206,14.1699,8.1948,13.8745,24.9744,5.8425,83.607,3.1314,"","",7.9685,"","","",1,12,606,,2021-06-13T16:48:48.520597Z,,,,,,,,,
1,0,0,2,0.0000,0.0000,2,2,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,210,210,"",0,0,0,A,0,0,-0.0001,74.966,5.1403,54.9302,"",23.6666,"",130.1250,6.7498,18.4199,11.6701,77.899,11.0656,31.3700,6.3146,8.0065,5.6141,14.7287,47.0054,91.555,8.7824,17.2652,8.4828,15.0115,7.8126,13.2271,24.3758,5.4145,70.596,3.4436,"","",7.7051,"","","",74.966,5.1403,54.9302,"",23.6666,"",130.1250,6.7498,18.4199,11.6701,77.899,11.0656,31.3700,6.3146,8.0065,5.9833,14.7287,47.0054,91.555,8.7824,17.2652,8.4828,15.0115,8.0938,13.2271,24.3758,5.4145,70.596,3.4436,"","",7.7051,"","","",16,3,879,,2021-06-13T16:48:48.520597Z,,,,,,,,,
2,0,0,3,0.0000,0.0000,3,3,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,266,266,"",0,0,0,A,0,0,-0.0001,67.451,5.0248,53.9343,"",23.4091,"",129.8080,6.1659,18.9804,12.8145,82.507,11.3092,29.9291,5.5503,7.7046,5.3650,15.7302,47.6764,103.928,8.2600,16.6020,8.1805,15.2548,7.8219,12.6113,24.0245,4.7894,67.500,3.5796,"","",7.8336,"","","",67.451,5.0248,53.9343,"",23.4091,"",129.8080,6.1659,18.9804,12.8145,82.507,11.3092,29.9291,5.5503,7.7046,5.3650,15.7302,47.6764,103.928,8.2600,16.6914,8.4314,15.2548,7.8775,12.6113,24.0245,4.7894,67.500,3.5796,"","",7.8336,"","","",14,139,1010,,2021-06-13T16:48:48.520597Z,,,,,,,,,
3,0,0,4,0.0000,0.0000,4,4,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,295,295,"",0,150,0,A,0,0,-0.0001,71.332,4.8074,53.7162,"",23.3379,"",129.7120,6.3963,19.1055,12.7092,76.387,11.7065,29.8033,5.4133,7.2288,5.3401,15.5869,47.8839,104.503,8.3445,16.3097,7.9652,15.9873,7.5847,12.0675,23.5683,4.4828,88.330,3.5345,"","",7.9663,"","","",71.332,4.8074,53.7162,"",23.3379,"",129.7120,6.3963,19.1055,12.7092,71.601,11.7065,29.8033,5.4133,7.2288,5.4547,15.5869,47.8839,104.503,8.3445,16.3097,7.9652,15.9873,7.9260,12.0675,23.5683,4.4828,88.330,3.5345,"","",7.9663,"","","",8,25,2018,,2021-06-13T16:48:48.520597Z,,,,,,,,,
4,0,0,5,0.0000,0.0000,5,5,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,51,Romain,Grosjean,IndyCar,D/H/F,Rookie,Dale Coyne Racing w/Rick Ware Racing,153,119,"",0,0,0,A,0,0,-0.0001,62.947,5.2570,53.6334,"",23.9246,"",128.9190,5.8141,19.1366,13.3225,95.107,11.6376,29.2398,5.3436,6.8680,5.0178,15.8156,47.6127,90.574,8.4872,16.1638,7.6360,15.6333,7.0891,11.3617,23.1174,4.2726,93.643,3.3064,"","",8.4493,"","","",62.947,5.2570,53.6334,"",23.9246,"",128.9190,5.8141,19.1366,13.3225,95.107,11.6376,29.2398,5.3436,6.8680,5.3906,15.8156,47.6127,90.574,8.5278,16.1638,7.6360,15.6333,8.0971,11.3617,23.1174,4.2726,93.643,3.3064,"","",8.4493,"","","",22,129,2047,,2021-06-13T16:48:48.520597Z,,,,,,,,,
5,0,0,6,0.0000,0.0000,6,6,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,265,265,"",0,150,0,A,0,0,-0.0001,66.671,5.8482,54.2215,"",24.2258,"",128.6290,6.6534,20.3673,13.7139,86.221,10.6244,28.0060,5.6823,7.1347,4.5646,16.4308,47.3088,72.166,9.1552,16.7191,7.5639,14.1048,8.0562,12.5101,22.9372,4.4539,97.948,2.8494,"","",7.5777,"","","",66.671,5.8482,54.2215,"",24.2258,"",128.6290,6.6534,20.3673,13.7139,86.221,10.6244,28.0060,5.6823,7.1347,4.5646,16.4849,47.3088,72.166,9.1552,16.7191,7.5639,14.1048,8.0562,12.5101,22.9372,4.4539,97.948,2.8494,"","",7.5777,"","","",7,25,326,,2021-06-13T16:48:48.520597Z,,,,,,,,,
6,0,0,7,0.0000,0.0000,7,7,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,154,154,"",0,0,0,A,0,0,-0.0001,48.864,5.8381,53.4005,"",23.5779,"",129.5300,5.6750,19.2365,13.5615,71.004,11.7843,28.3259,5.3588,6.7762,4.4066,15.7598,47.4181,70.236,9.3229,17.3174,7.4534,13.5111,8.9371,13.7961,24.3347,4.8590,92.550,2.5438,"","",7.9948,"","","",48.864,5.8381,53.4005,"",23.5779,"",129.5300,5.6750,19.2365,13.5615,71.004,11.7843,28.3259,5.3588,6.7762,4.4066,15.7598,47.4181,70.236,9.3229,17.3174,7.9945,14.3409,8.9371,13.7961,24.3347,4.8590,92.550,2.5438,"","",7.9948,"","","",17,3,522,,2021-06-13T16:48:48.520597Z,,,,,,,,,
7,0,0,8,0.0000,0.0000,8,8,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,173,126,"",0,0,0,A,0,0,-0.0001,53.012,6.4284,53.9165,"",23.6152,"",129.3160,5.3041,19.1454,13.8413,64.861,11.6179,28.3427,5.4280,6.9543,4.3425,16.0501,47.9480,86.870,8.8783,16.6799,7.4437,13.6479,8.9487,14.1638,24.0780,5.2151,88.444,2.5288,"","",7.3854,"","","",53.012,6.4284,53.9165,"",23.6152,"",129.3160,5.3041,19.1454,13.8413,64.861,11.6179,28.3427,5.4280,6.9543,4.3425,16.0501,47.9480,86.870,8.8783,16.6799,7.8016,15.2180,8.9487,14.1638,24.0780,5.2151,88.444,2.5288,"","",7.3854,"","","",13,139,580,,2021-06-13T16:48:48.520597Z,,,,,,,,,
8,0,0,9,0.0000,0.0000,9,9,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,201,201,"",0,150,0,A,0,0,-0.0001,77.085,6.1447,54.2951,"",23.5117,"",129.5110,6.1379,18.5953,12.4574,62.651,12.4768,29.5551,5.8584,6.9072,4.3127,15.2473,46.7269,77.724,8.3755,18.1317,8.1572,11.9583,8.7497,14.4944,24.5641,5.7447,74.605,3.2878,"","",6.7819,"","","",77.085,6.1447,54.2951,"",23.5117,"",129.5110,6.1379,18.5953,12.4574,59.664,12.4768,29.5551,5.8584,6.9072,4.3127,15.2473,46.7269,77.724,8.3755,19.5213,11.1458,11.9583,8.7497,14.4944,24.5641,5.7447,74.605,3.2878,"","",6.7819,"","","",11,21,400,,2021-06-13T16:48:48.520597Z,,,,,,,,,
9,0,0,10,0.0000,0.0000,10,10,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,22,Simon,Pagenaud,IndyCar,D/C/F,Veteran,Team Penske,239,239,"",0,0,0,A,0,0,-0.0001,86.343,5.2443,54.2027,"",23.8236,"",129.6610,6.6408,18.9473,12.3065,67.750,12.1080,30.0111,6.0853,7.4379,4.3799,16.6363,46.4742,84.906,7.5947,17.2744,8.4065,12.1038,8.1577,13.9280,24.4834,5.7703,69.213,3.6386,"","",6.9168,"","","",86.343,5.2443,54.2027,"",23.8236,"",129.6610,6.6408,18.9473,12.3065,67.750,12.1080,30.0111,6.0853,7.4379,4.3799,17.0960,46.4742,84.906,7.5947,17.2744,9.6797,12.1038,8.1577,13.9280,24.4834,5.7703,69.213,3.6386,"","",6.9168,"","","",15,12,658,,2021-06-13T16:48:48.520597Z,,,,,,,,,
10,0,0,11,0.0000,0.0000,11,11,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,18,Ed,Jones,IndyCar,D/H/F,Veteran,Dale Coyne Racing with Vasser Sullivan,119,119,"",0,0,0,A,0,0,-0.0001,86.874,4.6832,53.8845,"",24.2309,"",129.9710,7.0694,19.7864,12.7170,67.329,11.4945,29.4149,6.0980,7.2935,4.5289,16.7886,46.4751,83.551,7.8106,17.7261,8.2618,11.9604,8.5221,13.9472,24.8995,5.4251,76.130,3.4012,"","",7.5511,"","","",86.874,4.6832,53.8845,"",24.2309,"",129.9710,7.0694,19.7864,12.7170,67.329,11.4945,29.4149,6.0980,7.2935,4.5289,16.7886,46.4751,83.551,7.8106,17.7261,9.9155,11.9604,8.5221,13.9472,24.8995,5.4251,76.130,3.4012,"","",7.5511,"","","",12,129,918,,2021-06-13T16:48:48.520597Z,,,,,,,,,
11,0,0,12,0.0000,0.0000,12,12,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,45,Santino,Ferrucci,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,103,103,"",0,0,0,A,0,0,-0.0001,87.825,4.5182,53.4116,"",24.5651,"",130.4300,6.9278,19.3838,12.4560,68.471,11.8238,29.5096,5.7952,7.2475,4.6246,16.6198,46.7883,69.771,7.6860,18.2056,8.5695,10.8308,8.9781,14.2051,25.1750,5.2270,75.850,3.1018,"","",7.8681,"","","",87.825,4.5182,53.4116,"",24.5651,"",130.4300,6.9278,19.3838,12.4560,68.471,11.8238,29.5096,5.7952,7.2475,4.6431,17.7519,46.7883,69.407,7.6860,18.2056,10.5196,10.8308,8.9781,14.2051,25.1750,5.2270,75.850,3.1018,"","",7.8681,"","","",34,21,1064,,2021-06-13T16:48:48.520597Z,,,,,,,,,
12,0,0,13,0.0000,0.0000,13,13,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,14,Sebastien,Bourdais,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,125,125,"",0,0,0,A,0,0,-0.0001,69.739,4.8482,54.1693,"",24.2286,"",130.0380,6.6159,18.8234,12.2075,62.527,11.9174,30.4977,6.3186,7.6709,4.5908,15.3941,46.5127,74.704,8.5772,18.0950,8.5976,12.2946,8.5780,13.9065,25.0766,5.3285,70.327,3.4399,"","",7.7302,"","","",69.739,4.8482,54.1693,"",24.2286,"",130.0380,6.6159,18.8234,12.2075,62.527,11.9174,30.4977,6.3186,7.6709,4.5908,16.6193,46.5127,66.228,8.5772,18.0950,9.5178,12.2946,8.5780,13.9065,25.0766,5.3285,70.327,3.4399,"","",7.7302,"","","",10,2,371,,2021-06-13T16:48:48.520597Z,,,,,,,,,
13,0,0,14,0.0000,0.0000,14,14,0.0000,0,0.0000,0,0.0000,Active,True,0,0,0,Warmup,29,James,Hinchcliffe,IndyCar,D/H/F,Veteran,Andretti Steinbrenner Autosport,103,103,"",0,0,0,P,0,0,-0.0001,78.460,5.0073,53.4206,"",24.0475,"",129.9870,6.5418,18.2728,11.7310,88.518,11.9995,30.1405,5.8673,7.6718,4.6019,16.6272,47.6343,70.726,7.9234,17.2072,8.5481,13.0624,7.8929,13.4709,24.9116,5.5780,60.698,3.7918,"","",7.6489,"","","",78.460,5.0073,53.4206,"",24.0475,"",129.9870,6.5418,18.2728,11.7310,88.518,11.9995,30.1405,5.8673,7.6718,4.6019,17.5380,47.6343,70.726,7.9234,17.2072,9.2838,13.0624,7.8929,13.4709,24.9116,5.5780,60.698,3.7918,"","",7.6489,"","","",19,3,480,,2021-06-13T16:48:48.520597Z,,,,,,,,,
14,0,0,15,0.0000,0.0000,15,15,0.0000,0,2:17.9985,0,0.0000,Active,True,0,0,0,Warmup,59,Max,Chilton,IndyCar,D/C/F,Veteran,Carlin,66,51,"",0,150,0,A,0,0,-0.0001,77.892,4.9808,53.3561,"",23.8435,"",129.7160,6.6612,18.6952,12.0340,71.901,11.4802,29.6801,6.1881,7.4370,4.5748,16.3346,47.7835,62.906,8.9910,17.0836,8.0926,12.8779,7.7031,13.0831,24.5015,5.3800,68.298,3.8252,"","",7.5932,"","",8.2827,77.892,4.9808,53.3561,"",23.8435,"",129.7160,6.6612,18.6952,12.0340,71.901,11.4802,29.6801,6.1881,7.4370,4.5748,18.1104,47.7835,62.906,8.9910,17.0836,8.0926,12.8779,7.7031,13.0831,24.5015,5.3800,68.298,3.8252,"","",7.5932,"","",8.2827,23,147,922,61.305,2021-06-13T16:48:48.520597Z,,,,,,,,,
15,0,0,16,0.0000,0.0000,16,16,0.0000,0,2:19.6154,0,0.0000,Active,True,0,0,0,Warmup,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,262,262,"",0,0,0,A,0,0,-0.0001,78.026,3.8425,51.5882,"",24.6382,"",131.7150,5.2532,19.5445,14.2913,122.793,9.1271,28.2012,6.1577,6.5849,4.7389,16.6090,49.1375,85.605,9.4939,16.6751,7.1812,13.5843,9.8117,14.3395,24.8611,4.5278,102.130,2.2402,"","",8.2814,"","",7.9001,78.026,3.8425,51.5882,"",24.6382,"",131.7150,5.2532,19.5445,14.2913,122.793,9.1271,28.2012,7.3343,6.5849,5.1549,18.1334,49.1375,85.605,9.4939,16.6751,7.1812,13.5843,9.8117,14.3395,24.8611,4.5278,102.130,2.2402,"","",8.2814,"","",7.9001,4,24,852,60.595,2021-06-13T16:48:48.520597Z,,,,,,,,,
16,0,0,17,0.0000,0.0000,17,17,0.0000,0,2:18.7678,0,0.0000,Active,True,0,0,0,Warmup,28,Ryan,Hunter-Reay,IndyCar,D/H/F,Veteran,Andretti Autosport,116,116,"",0,0,0,A,0,0,-0.0001,66.660,4.9653,51.6273,"",24.3055,"",130.7570,5.3388,18.9083,13.5695,119.545,10.0136,27.7537,5.8938,7.1713,4.6750,18.1638,48.0466,67.585,9.3022,16.9803,7.6781,12.5700,10.2460,14.6206,24.8959,4.3746,105.496,2.3079,"","",7.9674,"","",8.0111,66.660,4.9653,51.6273,"",24.3055,"",130.7570,5.3388,18.9083,13.5695,119.545,10.0136,27.7537,5.8938,7.1713,4.6750,19.0752,48.0466,67.585,9.3022,16.9803,7.6781,12.5700,10.2460,14.6206,24.8959,4.3746,105.496,2.3079,"","",7.9674,"","",8.0111,18,3,442,60.965,2021-06-13T16:48:48.520597Z,,,,,,,,,
17,0,0,18,0.0000,0.0000,18,18,0.0000,0,2:18.5666,0,0.0000,Active,True,0,0,0,Warmup,60,Jack,Harvey,IndyCar,D/H/F,Veteran,Meyer Shank Racing,147,147,"",0,0,0,A,0,0,-0.0001,60.561,5.3507,51.8036,"",24.1108,"",130.4260,5.5649,19.2751,13.7102,104.604,10.3167,27.1778,5.5089,6.9840,4.3682,18.0492,47.6080,74.960,9.1169,16.6555,7.5386,11.5738,10.0150,14.8058,24.7443,4.7908,91.495,2.5250,"","",7.4135,"","",8.1407,60.561,5.3507,51.8036,"",24.1108,"",130.4260,5.5649,19.2751,13.7102,104.604,10.3167,27.1778,5.5089,6.9840,4.3682,19.4322,47.6080,56.565,9.1169,16.6555,7.5386,11.5738,10.0150,14.8058,24.7443,4.7908,91.495,2.5250,"","",7.4135,"","",8.1407,24,148,850,61.054,2021-06-13T16:48:48.520597Z,,,,,,,,,
18,0,0,19,0.0000,0.0000,19,19,0.0000,0,2:18.6453,0,0.0000,Active,True,0,0,0,Warmup,30,Takuma,Sato,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,174,174,"",0,150,0,A,0,0,-0.0001,76.839,4.8800,52.8846,"",23.6130,"",130.3060,5.6607,20.1081,14.4474,64.475,10.6101,27.8965,5.7885,7.0867,4.4112,17.4678,47.0272,71.980,9.2122,16.6429,7.4307,11.5932,10.2732,15.1452,24.6517,4.8720,88.640,2.7120,"","",6.7945,"","",8.3389,76.839,4.8800,52.8846,"",23.6130,"",130.3060,5.6607,20.1081,14.4474,64.475,10.6101,27.8965,5.7885,7.0867,4.4112,18.0074,47.0272,71.980,9.2122,16.6429,7.4307,11.5932,10.2732,15.1452,24.6517,4.8720,88.640,2.7120,"","",6.7945,"","",8.3389,20,21,543,61.019,2021-06-13T16:48:48.520597Z,,,,,,,,,
19,0,0,20,0.0000,0.0000,20,20,0.0000,0,2:19.0076,0,0.0000,Active,True,0,0,0,Warmup,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,151,151,"",0,0,0,P,0,0,-0.0001,84.751,4.6709,53.4209,"",23.2674,"",130.4480,6.1091,19.7943,13.6852,70.883,11.3514,28.9557,5.9457,7.2495,4.4091,16.4658,49.2127,62.887,9.5129,17.8042,8.2913,13.1978,8.5757,13.8864,23.4316,5.3107,76.394,3.1956,"","",6.3496,"","",8.5599,84.751,4.6709,53.4209,"",23.2674,"",130.4480,6.1091,19.7943,13.6852,70.883,11.3514,28.9557,5.9457,7.2495,4.4091,16.4658,49.2127,58.254,9.5129,17.8042,8.2913,13.1978,8.5757,13.8864,23.4316,5.3107,76.394,3.1956,"","",6.3496,"","",8.5599,9,12,461,60.860,2021-06-13T16:48:48.520597Z,,,,,,,,,
20,0,0,21,0.0000,0.0000,21,21,0.0000,0,2:19.0493,0,0.0000,Active,True,0,0,0,Warmup,3,Scott,McLaughlin,IndyCar,D/C/F,Rookie,Team Penske,163,163,"",0,0,0,A,0,0,-0.0001,99.511,4.6063,53.2810,"",23.5734,"",130.0980,6.0997,20.4578,14.3581,75.089,10.4196,28.2169,5.7771,7.2168,4.8034,16.4782,48.8441,63.807,9.4493,17.2788,7.7479,13.1561,8.7754,13.9867,23.5279,5.2113,79.070,3.4580,"","",6.0832,"","",8.9513,99.511,4.6063,53.2810,"",23.5734,"",130.0980,6.0997,20.4578,14.3581,75.089,10.4196,28.2169,5.7771,7.2168,4.8034,16.4782,48.8441,63.807,9.4493,17.4920,8.0427,13.1561,8.7754,13.9867,23.5279,5.2113,79.070,3.4580,"","",6.0832,"","",8.9513,2,12,2022,60.842,2021-06-13T16:48:48.520597Z,,,,,,,,,
21,0,0,22,0.0000,0.0000,22,22,0.0000,0,2:19.8920,0,0.0000,Active,True,0,0,0,Warmup,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,197,197,"",0,150,0,A,0,0,-0.0001,95.315,3.9902,52.5475,"",25.3415,"",132.0780,5.7640,20.0062,14.2422,58.245,12.5645,28.5511,5.4207,6.3443,4.2216,15.6867,48.7818,70.175,8.9666,16.8600,7.7600,12.7991,8.7169,14.2596,24.8699,5.5427,79.383,3.0860,"","",7.5243,"","",7.8136,95.315,3.9902,52.5475,"",25.3415,"",132.0780,5.7640,20.0062,14.2422,57.836,12.5645,28.5511,5.4207,6.3443,4.2216,15.6867,48.7818,70.175,8.9666,16.8600,7.7600,12.7991,8.7169,14.2596,24.8699,5.5427,79.383,3.0860,"","",7.5243,"","",7.8136,6,25,1087,60.475,2021-06-13T16:48:48.520597Z,,,,,,,,,
22,0,0,23,0.0000,0.0000,23,23,0.0000,0,2:21.9350,0,0.0000,Active,True,0,0,0,Warmup,7,Oliver,Askew,IndyCar,D/C/F,Veteran,Arrow McLaren SP,94,7,"",0,0,0,A,0,0,-0.0001,84.279,4.3979,53.4586,"",24.9752,"",134.0760,5.8551,17.5129,11.6578,72.687,13.0994,31.5478,6.4836,7.3938,4.5710,14.1760,49.9108,75.322,9.1700,19.6689,9.5118,13.1013,7.6020,12.7742,23.3180,5.1722,77.356,3.3698,"","",7.1740,"","",7.8586,84.279,4.3979,53.4586,"",24.9752,"",134.0760,5.8551,17.5129,11.6578,72.687,13.0994,31.5478,6.4836,7.3938,4.5710,14.1760,49.9108,75.322,9.1700,19.6689,9.5118,13.1013,7.6020,12.7742,23.3180,5.1722,77.356,3.3698,"","",7.1740,"","",7.8586,5,24,920,59.605,2021-06-13T16:48:48.520597Z,,,,,,,,,
23,0,0,24,0.0000,0.0000,24,24,0.0000,0,2:21.6706,0,0.0000,Active,True,0,0,0,Warmup,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,80,80,"",0,0,0,A,0,0,-0.0001,90.049,4.4265,53.3112,"",24.4151,"",133.3320,5.7507,17.9639,12.2132,74.727,12.6596,30.9208,6.2462,7.3807,4.6343,14.2849,49.5352,67.999,9.3086,19.1313,9.3321,13.1196,8.0014,13.0108,23.4387,5.0094,91.532,3.2799,"","",7.1480,"","",8.3390,90.049,4.4265,53.3112,"",24.4151,"",133.3320,5.7507,17.9639,12.2132,74.727,12.6596,30.9208,6.2462,7.3807,4.6343,14.2849,49.5352,67.999,9.3086,19.1313,9.3321,13.1196,8.0014,13.0108,23.4387,5.0094,91.532,3.2799,"","",7.1480,"","",8.3390,3,2,719,59.716,2021-06-13T16:48:48.520597Z,,,,,,,,,
